Season,Week,Match Date,Home Team,Away Team,Home Goals,Away Goals,Home Performance,Away Performance,Home Formation,Away Formation,Home Players,Away Players
19/20,Round 15,16/12/19,Başakşehir,Konyaspor,1,1,6.94,6.94,4-1-4-1,4-4-2,M. Günok; J. Caiçara; C. Ponck; A. Epureanu; G. Clichy; M. Topal; (c) E. Višća; D. Aleksić; İ. C. Kahveci; E. Elia; E. Crivelli,S. Kırıntılı; N. Skubic; (c) S. Ay; M. Aničić; F. Öztorun; A. Hadžiahmetović; V. Fındıklı; J. Jønsson; D. Milošević; R. Bajić; Ö. A. Şahiner
19/20,Round 15,16/12/19,Trabzonspor,Denizlispor,1,2,6.81,6.93,4-4-1-1,4-2-3-1,U. Çakır; J. Pereira; H. Türkmen; G. Campi; F. Novák; Y. Sarı; J. O. Mikel; (c) J. Sosa; A. N. Nwakaeme; D. Sturridge; A. Sørloth,A. Stachowiak; Z. Yavru; O. Yılmaz; M. Yumlu; Z. Bergdich; I. Aissati; R. Murawski; H. Sacko; O. Şahan; M. Barrow; (c) H. Rodallega
19/20,Round 14,06/12/19,Fenerbahçe,Gençlerbirliği,5,2,7.14,6.56,4-2-3-1,4-2-3-1,A. Bayındır; Mauricio Isla; S. Çiftpınar; S. Aziz; H. A. Kaldırım; (c) E. Belözoğlu; L. Gustavo; O. Tufan; M. Kruse; G. Rodrigues; V. Muriqi,E. Özbir; D. Candeias; F. Ramos; Z. Touré; H. I. Pehlivan; F. Baiano; B. A. Özdemir; (c) S. Sessègnon; G. Sio; P. Polomat; B. Stancu
19/20,Round 14,07/12/19,Yeni Malatyaspor,Sivasspor,1,3,6.64,7.0,4-2-3-1,4-1-4-1,F. Farnolle; (c) I. Chebake; R. Yalçın; M. Akbaş; S. Aytaç; A. Afriyie; M. Donald; G. Töre; Guilherme Marques; T. Bifouma; A. Jahović,M. Samassa; M. Goiano; A. Appindangoyé; C. Osmanpaşa; U. Çiftçi; F. Aksoy; E. Kılınç; (c) H. Arslan; M. H. Yandaş; F. Andrade; A. Koné
19/20,Round 14,07/12/19,Ankaragücü,Göztepe,1,3,6.57,6.96,4-2-3-1,4-2-3-1,K. Çelikay; S. Kitsiou; A. Kulušić; M. Pazdan; T. Pinto; W. Moke; (c) S. Ağçay; A. Karabulut; H. Canteros; İ. Parlak; D. Orgill,(c) Beto; L. Gassama; A. Öztürk; Titi; B. Emir; S. Aydoğdu; A. Castro; H. Akbunar; S. Napoleoni; S. Gürler; C. Jerome
19/20,Round 14,07/12/19,Galatasaray,Alanyaspor,1,0,6.98,6.88,4-1-4-1,4-2-3-1,(c) F. Muslera; Mariano; R. Donk; Marcão; Y. Nagatomo; S. N'Zonzi; Y. Belhanda; M. Lemina; J. M. Seri; Ö. Bayram; A. Büyük,Marafona; Baiano; Welinton; S. Caulker; F. N'Sakala; M. Siopis; C. Gülselam; (c) E. Karaca; A. Bakasetas; J. Fernandes; Y. Bammou
19/20,Round 14,08/12/19,Konyaspor,Gaziantep,0,0,7.03,6.97,4-4-2,5-3-2,S. Kırıntılı; N. Skubic; (c) S. Ay; M. Aničić; F. Öztorun; Ö. A. Şahiner; V. Fındıklı; J. Jønsson; D. Milošević; F. Miya; R. Bajić,(c) G. Güvenç; O. Ceylan; P. Djilobodji; J. A. Kana-Biyik; A. Toșca; G. Vural; F. Soyalp; R. Chibsah; J. Junior; P. Twumasi; O. Kayode
19/20,Round 14,08/12/19,Antalyaspor,Trabzonspor,1,3,6.79,7.02,4-3-1-2,4-2-3-1,F. Kaplan; N. Sangaré; O. Čelůstka; (c) D. Angelo; E. Albayrak; U. Akyol; H. Özmert; D. Sinik; Fredy; P. Mukairu; G. Blanco,(c) U. Çakır; S. Asan; H. Türkmen; G. Campi; K. A. Çörekçi; A. Parmak; J. O. Mikel; Y. Sarı; D. Sturridge; A. N. Nwakaeme; A. Sørloth
19/20,Round 14,08/12/19,Denizlispor,Başakşehir,1,1,6.81,6.91,4-2-3-1,4-1-4-1,A. Stachowiak; Z. Yavru; O. Yılmaz; M. Yumlu; T. Lopes; I. Sackey; R. Murawski; H. Sacko; O. Şahan; M. Barrow; (c) H. Rodallega,M. Günok; J. Caiçara; C. Ponck; A. Epureanu; G. Clichy; M. Topal; (c) E. Višća; İ. C. Kahveci; D. Aleksić; E. Elia; D. Ba
19/20,Round 14,08/12/19,Kasımpaşa,Beşiktaş,2,3,6.49,7.07,4-2-3-1,4-2-3-1,F. Öztürk; S. Popov; V. Sarı; S. B. Youssef; K. Hafez; H. Hajradinović; L. Sadiku; (c) R. Quaresma; T. Heintz; M. Pektemek; B. Koita,L. Karius; G. Gönül; D. Vida; E. Roco; P. Rebocho; M. Elneny; A. Hutchinson; A. Diaby; A. Ljajić; C. Erkin; (c) B. Yılmaz
19/20,Round 14,09/12/19,Kayserispor,Rizespor,1,0,7.16,6.84,4-2-3-1,4-2-3-1,S. Lung Jr.; M. Lopes; B. Poulain; M. Kula; Y. Subaşı; B. D. Djédjé; H. H. Acar; Z. Alkurt; B. Mensah; P. Henrique; (c) A. Kravets,G. Akkan; O. Ovacıklı; M. Abarhoun; M. Talbi; D. Melnjak; (c) A. Durak; J. Attamah; B. Samudio; A. Vetrih; A. Umar; O. Çağlayan
19/20,Round 13,29/11/19,Gençlerbirliği,Yeni Malatyaspor,3,3,6.71,6.76,4-2-3-1,4-1-4-1,E. Özbir; E. Özgenç; F. Ramos; Z. Touré; H. I. Pehlivan; F. Baiano; B. A. Özdemir; G. Sio; (c) S. Sessègnon; D. Candeias; B. Stancu,F. Farnolle; (c) I. Chebake; A. Mina; M. Akbaş; S. Aytaç; R. Yalçın; G. Töre; A. Afriyie; A. Ildız; T. Bifouma; A. Jahović
19/20,Round 13,30/11/19,Rizespor,Konyaspor,3,1,7.0,6.59,4-2-3-1,4-4-2,Z. Görgen; O. Ovacıklı; M. Abarhoun; M. Talbi; D. Melnjak; J. Attamah; (c) A. Durak; B. Samudio; A. Vetrih; A. Umar; O. Çağlayan,S. Kırıntılı; N. Skubic; F. Diagne; M. Aničić; F. Öztorun; (c) Ö. A. Şahiner; A. Hadžiahmetović; J. Jønsson; D. Milošević; F. Miya; R. Bajić
19/20,Round 13,30/11/19,Sivasspor,Kasımpaşa,2,0,7.15,6.88,4-3-3,4-2-3-1,M. Samassa; M. Goiano; A. Appindangoyé; C. Osmanpaşa; U. Çiftçi; M. H. Yandaş; F. Aksoy; (c) H. Arslan; E. Kılınç; M. Yatabaré; F. Andrade,F. Öztürk; S. Popov; J. Fernandes; S. B. Youssef; K. Hafez; L. Sadiku; A. Kara; B. Koita; A. Khalili; (c) R. Quaresma; M. Pektemek
19/20,Round 13,30/11/19,Alanyaspor,Ankaragücü,5,0,7.62,6.19,4-2-3-1,4-2-3-1,Marafona; Baiano; Welinton; S. Caulker; F. N'Sakala; M. Siopis; M. Çağıran; (c) E. Karaca; A. Bakasetas; D. Braume; Y. Bammou,(c) K. Çelikay; C. Karayel; A. Kulušić; M. Pazdan; T. Pinto; S. Kitsiou; W. Moke; H. Kaya; H. Canteros; M. Sak; D. Orgill
19/20,Round 13,30/11/19,Göztepe,Fenerbahçe,2,2,6.73,6.7,4-2-3-1,4-2-3-1,(c) Beto; L. Gassama; A. Öztürk; Titi; B. Emir; A. Castro; S. Aydoğdu; H. Akbunar; S. Napoleoni; S. Gürler; C. Jerome,A. Bayındır; O. Tufan; Zanka; S. Aziz; N. Dirar; L. Gustavo; (c) E. Belözoğlu; V. Moses; D. Türüç; G. Rodrigues; M. Kruse
19/20,Round 13,01/12/19,Gaziantep,Denizlispor,1,2,6.66,6.77,5-3-2,4-2-3-1,(c) G. Güvenç; O. Ceylan; P. Djilobodji; J. A. Kana-Biyik; A. Toșca; G. Vural; S. Diarra; J. Junior; F. Soyalp; O. Kayode; P. Twumasi,A. Stachowiak; T. Lopes; (c) C. Săpunaru; M. Yumlu; Z. Bergdich; I. Sackey; I. Aissati; H. Sacko; O. Şahan; M. Barrow; H. Rodallega
19/20,Round 13,01/12/19,Başakşehir,Antalyaspor,2,0,7.3,6.6,4-1-4-1,4-3-1-2,M. Günok; A. Behich; C. Ponck; A. Epureanu; G. Clichy; M. Topal; (c) E. Višća; B. Özcan; İ. C. Kahveci; E. Elia; E. Crivelli,F. Kaplan; N. Sangaré; O. Čelůstka; (c) D. Angelo; T. Çamdal; U. Akyol; Charles; D. Sinik; H. Özmert; A. Chahechouhe; P. Mukairu
19/20,Round 13,01/12/19,Trabzonspor,Galatasaray,1,1,6.82,6.94,4-3-3,4-1-4-1,U. Çakır; J. Pereira; H. Türkmen; G. Campi; K. A. Çörekçi; J. O. Mikel; M. Hosseini; (c) J. Sosa; Y. Sarı; A. Sørloth; A. N. Nwakaeme,(c) F. Muslera; Mariano; R. Donk; Marcão; Y. Nagatomo; S. N'Zonzi; S. Feghouli; M. Lemina; Y. Belhanda; Ö. Bayram; A. Büyük
19/20,Round 13,02/12/19,Beşiktaş,Kayserispor,4,1,7.25,6.66,4-2-3-1,4-3-3,L. Karius; G. Gönül; D. Vida; E. Roco; C. Erkin; M. Elneny; A. Hutchinson; A. Diaby; A. Ljajić; G. N'Koudou; (c) B. Yılmaz,S. Lung Jr.; M. Lopes; B. Poulain; A. Abdennour; Y. Subaşı; B. D. Djédjé; Ş. Çinaz; H. H. Acar; B. Mensah; (c) E. Adebayor; E. Demir
19/20,Round 12,22/11/19,Galatasaray,Başakşehir,0,1,6.94,6.88,3-5-2,4-1-4-1,O. Kocuk; (c) R. Donk; A. Çalık; Marcão; Mariano; S. Feghouli; M. Lemina; Ö. Bayram; E. Taşdemir; A. Büyük; R. Babel,M. Günok; J. Caiçara; C. Ponck; A. Epureanu; G. Clichy; M. Topal; E. Višća; O. Azubuike; (c) M. Tekdemir; İ. C. Kahveci; E. Crivelli
19/20,Round 12,23/11/19,Denizlispor,Rizespor,2,0,7.08,6.49,4-2-3-1,4-2-3-1,A. Stachowiak; Z. Yavru; (c) C. Săpunaru; M. Yumlu; Z. Bergdich; R. Murawski; I. Sackey; O. Şahan; I. Aissati; B. Çalık; H. Rodallega,Z. Görgen; (c) A. Durak; M. Abarhoun; M. Talbi; D. Melnjak; J. Attamah; I. Diomandé; B. Samudio; Y. Sasse; A. Umar; M. Šćepović
19/20,Round 12,23/11/19,Ankaragücü,Trabzonspor,0,3,6.45,7.27,4-2-3-1,4-1-4-1,K. Çelikay; S. Kitsiou; Y. Ayhan; M. Pazdan; T. Pinto; (c) S. Ağçay; R. Faty; A. Karabulut; H. Canteros; İ. Parlak; D. Orgill,E. Kardeşler; J. Pereira; H. Türkmen; G. Campi; K. A. Çörekçi; M. Hosseini; Y. Sarı; J. O. Mikel; (c) J. Sosa; A. N. Nwakaeme; A. Sørloth
19/20,Round 12,23/11/19,Konyaspor,Beşiktaş,0,1,6.69,6.98,4-4-2,4-2-3-1,S. Kırıntılı; N. Skubic; F. Diagne; M. Aničić; F. Öztorun; (c) Ö. A. Şahiner; M. Jevtović; J. Jønsson; D. Milošević; F. Miya; R. Bajić,L. Karius; G. Gönül; D. Vida; V. Ruiz; P. Rebocho; M. Elneny; A. Hutchinson; A. Diaby; A. Ljajić; C. Erkin; (c) B. Yılmaz
19/20,Round 12,24/11/19,Kayserispor,Sivasspor,1,4,6.54,7.12,4-1-4-1,4-2-3-1,S. Lung Jr.; M. Lopes; B. Poulain; A. Abdennour; Y. Subaşı; Ş. Çinaz; (c) U. Bulut; H. H. Acar; B. D. Djédjé; P. Henrique; E. Adebayor,M. Samassa; M. Goiano; A. Appindangoyé; C. Osmanpaşa; U. Çiftçi; F. Aksoy; (c) H. Arslan; E. Kılınç; M. H. Yandaş; F. Andrade; M. Yatabaré
19/20,Round 12,24/11/19,Alanyaspor,Göztepe,0,1,6.76,7.04,4-2-3-1,4-3-3,Marafona; Baiano; S. Caulker; G. Tzavellas; K. Kanak; M. Siopis; C. Gülselam; (c) E. Karaca; A. Bakasetas; D. Braume; P. D. Cissé,(c) Beto; L. Gassama; W. Reis; Titi; B. Emir; A. Castro; M. Mossoró; S. Aydoğdu; H. Akbunar; C. Jerome; S. Gürler
19/20,Round 12,24/11/19,Kasımpaşa,Gençlerbirliği,1,2,6.83,6.87,4-2-3-1,4-2-3-1,F. Öztürk; S. Popov; J. Fernandes; L. Sadiku; O. Veigneau; A. Khalili; A. Kara; (c) R. Quaresma; H. Hajradinović; M. Pektemek; B. Koita,E. Özbir; E. Özgenç; F. Ramos; Z. Touré; H. I. Pehlivan; F. Baiano; B. A. Özdemir; P. Polomat; (c) S. Sessègnon; N. Çiftçi; B. Stancu
19/20,Round 12,24/11/19,Yeni Malatyaspor,Fenerbahçe,0,0,7.1,7.06,4-2-3-1,4-3-3,F. Farnolle; (c) I. Chebake; M. Akbaş; A. Mina; S. Aytaç; R. Yalçın; A. Afriyie; G. Töre; Guilherme Marques; T. Bifouma; A. Jahović,A. Bayındır; N. Dirar; Zanka; S. Aziz; H. A. Kaldırım; O. Tufan; L. Gustavo; (c) E. Belözoğlu; V. Moses; A. Potuk; T. Ciğerci
19/20,Round 12,25/11/19,Antalyaspor,Gaziantep,1,1,6.87,6.8,3-4-1-2,4-2-3-1,F. Kaplan; B. Öztürk; Charles; O. Čelůstka; N. Sangaré; (c) H. Özmert; U. Akyol; T. Çamdal; A. Chahechouhe; A. d. Silva; P. Mukairu,(c) G. Güvenç; O. Ceylan; J. A. Kana-Biyik; P. Djilobodji; A. Toșca; S. Diarra; J. Junior; G. Vural; F. Soyalp; P. Twumasi; O. Kayode
19/20,Round 11,08/11/19,Fenerbahçe,Kasımpaşa,3,2,6.82,6.64,4-1-4-1,4-2-3-1,A. Bayındır; Mauricio Isla; Zanka; S. Aziz; (c) H. A. Kaldırım; L. Gustavo; V. Moses; O. Tufan; T. Ciğerci; G. Rodrigues; V. Muriqi,F. Öztürk; S. Popov; J. Fernandes; (c) S. B. Youssef; K. Hafez; L. Sadiku; A. Kara; H. Hajradinović; A. Khalili; Y. Erdoğan; B. Koita
19/20,Round 11,09/11/19,Gençlerbirliği,Kayserispor,2,1,6.73,6.83,4-5-1,4-2-3-1,E. Özbir; E. Özgenç; F. Ramos; Z. Touré; H. I. Pehlivan; G. Sio; B. A. Özdemir; (c) S. Sessègnon; N. Çiftçi; D. Candeias; B. Stancu,S. Lung Jr.; B. D. Djédjé; M. Lopes; A. Abdennour; Y. Subaşı; H. H. Acar; Ş. Çinaz; (c) U. Bulut; B. Mensah; P. Henrique; E. Adebayor
19/20,Round 11,09/11/19,Rizespor,Antalyaspor,1,0,6.95,6.94,4-2-3-1,4-2-3-1,T. Çetin; M. Morozyuk; M. Abarhoun; M. Talbi; D. Melnjak; I. Diomandé; A. Vetrih; B. Samudio; (c) F. Boldrin; A. Umar; O. Çağlayan,F. Kaplan; N. Sangaré; B. Öztürk; O. Čelůstka; E. Albayrak; Charles; U. Akyol; A. d. Silva; P. Mukairu; (c) S. Özkan; G. Blanco
19/20,Round 11,09/11/19,Sivasspor,Konyaspor,2,0,7.19,6.51,4-2-3-1,4-4-2,M. Samassa; M. Goiano; A. Appindangoyé; C. Osmanpaşa; (c) Z. Erdal; H. Arslan; F. Aksoy; E. Kılınç; M. H. Yandaş; F. Andrade; M. Yatabaré,S. Kırıntılı; N. Skubic; F. Diagne; M. Aničić; F. Öztorun; L. Shengelia; M. Jevtović; J. Jønsson; A. Hadžiahmetović; (c) Ö. A. Şahiner; F. Miya
19/20,Round 11,09/11/19,Gaziantep,Galatasaray,0,2,6.52,7.0,4-4-2,3-5-2,(c) G. Güvenç; P. Olkowski; J. A. Kana-Biyik; A. Toșca; J. Morais; O. Ceylan; R. Chibsah; P. Djilobodji; G. Vural; P. Twumasi; O. Kayode,(c) F. Muslera; C. Luyindama; A. Çalık; Marcão; Mariano; S. Feghouli; M. Lemina; Ö. Bayram; E. Taşdemir; F. Andone; A. Büyük
19/20,Round 11,10/11/19,Göztepe,Yeni Malatyaspor,1,1,6.61,6.54,4-3-3,4-2-3-1,(c) Beto; L. Gassama; A. Öztürk; Titi; B. Emir; S. Aydoğdu; C. Borges; A. Castro; S. Napoleoni; C. Jerome; S. Gürler,F. Farnolle; I. Chebake; M. Akbaş; T. L. Hadebe; E. Kaş; (c) M. Yildirim; A. Afriyie; Guilherme Marques; M. Donald; G. Töre; A. Jahović
19/20,Round 11,10/11/19,Trabzonspor,Alanyaspor,1,0,6.79,6.62,4-1-4-1,4-2-3-1,U. Çakır; (c) J. Pereira; H. Türkmen; G. Campi; F. Novák; M. Hosseini; Y. Sarı; A. Parmak; K. A. Çörekçi; A. N. Nwakaeme; A. Sørloth,Marafona; O. Bulut; Welinton; G. Tzavellas; F. N'Sakala; C. Gülselam; M. Siopis; (c) E. Karaca; A. Bakasetas; J. Fernandes; P. D. Cissé
19/20,Round 11,10/11/19,Başakşehir,Ankaragücü,2,1,7.19,6.78,4-1-4-1,4-1-4-1,M. Günok; J. Caiçara; C. Ponck; A. Epureanu; G. Clichy; M. Topal; (c) E. Višća; O. Azubuike; B. Özcan; F. Gulbrandsen; E. Crivelli,K. Çelikay; S. Kitsiou; A. Kulušić; M. Pazdan; M. Sak; W. Moke; A. Karabulut; R. Faty; (c) S. Ağçay; İ. Parlak; D. Orgill
19/20,Round 11,10/11/19,Beşiktaş,Denizlispor,1,0,7.1,6.84,4-2-3-1,4-1-4-1,L. Karius; G. Gönül; D. Vida; V. Ruiz; P. Rebocho; M. Elneny; A. Hutchinson; C. Erkin; A. Diaby; A. Ljajić; (c) B. Yılmaz,A. Stachowiak; T. Lopes; (c) C. Săpunaru; M. Yumlu; Z. Bergdich; I. Sackey; O. Şahan; R. Murawski; I. Aissati; M. Barrow; H. Rodallega
19/20,Round 10,01/11/19,Galatasaray,Rizespor,2,0,7.09,6.49,4-1-4-1,4-2-3-1,(c) F. Muslera; Ş. Özbayraklı; C. Luyindama; A. Çalık; Y. Nagatomo; J. M. Seri; E. Mor; M. Lemina; Ö. Bayram; R. Babel; F. Andone,(c) G. Akkan; M. Morozyuk; M. Abarhoun; M. Talbi; D. Melnjak; I. Diomandé; J. Attamah; F. Boldrin; A. Vetrih; A. Umar; O. Çağlayan
19/20,Round 10,02/11/19,Konyaspor,Gençlerbirliği,1,1,6.85,6.78,4-4-1-1,4-4-1-1,S. Kırıntılı; N. Skubic; (c) A. Turan; M. Aničić; A. Uludağ; L. Shengelia; M. Jevtović; J. Jønsson; D. Milošević; F. Miya; Ö. A. Şahiner,E. Özbir; E. Özgenç; F. Ramos; Z. Touré; P. Polomat; G. Sio; (c) S. Sessègnon; B. A. Özdemir; F. Ayité; D. Candeias; B. Stancu
19/20,Round 10,02/11/19,Alanyaspor,Başakşehir,0,0,6.98,6.94,4-2-3-1,4-1-4-1,Marafona; O. Bulut; Welinton; G. Tzavellas; F. N'Sakala; C. Gülselam; M. Siopis; (c) E. Karaca; A. Bakasetas; J. Fernandes; P. D. Cissé,M. Günok; J. Caiçara; M. Škrtel; A. Epureanu; G. Clichy; M. Topal; (c) E. Višća; O. Azubuike; İ. C. Kahveci; E. Elia; E. Crivelli
19/20,Round 10,02/11/19,Trabzonspor,Göztepe,0,1,6.86,7.15,4-1-4-1,4-3-3,U. Çakır; J. Pereira; H. Türkmen; I. Fernandes; F. Novák; D. Erdoğan; Y. Sarı; (c) J. Sosa; A. Canbaz; A. N. Nwakaeme; A. Sørloth,(c) Beto; L. Gassama; A. Öztürk; Titi; B. Emir; A. Castro; C. Borges; S. Aydoğdu; M. Mossoró; C. Jerome; H. Akbunar
19/20,Round 10,02/11/19,Antalyaspor,Beşiktaş,1,2,6.74,6.93,4-1-4-1,4-2-3-1,F. Kaplan; N. Sangaré; B. Öztürk; (c) D. Angelo; E. Albayrak; Chico; P. Mukairu; Charles; U. Akyol; A. Chahechouhe; G. Blanco,L. Karius; G. Gönül; D. Vida; V. Ruiz; P. Rebocho; M. Elneny; (c) A. Hutchinson; J. Lens; A. Diaby; A. Ljajić; M. U. Nayir
19/20,Round 10,03/11/19,Denizlispor,Sivasspor,0,2,6.68,7.04,4-2-3-1,4-3-3,A. Stachowiak; T. Lopes; O. Yılmaz; M. Yumlu; Z. Bergdich; Z. Yavru; R. Murawski; O. Şahan; I. Aissati; M. Barrow; (c) M. Akyüz,M. Samassa; M. Goiano; A. Appindangoyé; C. Osmanpaşa; U. Çiftçi; M. H. Yandaş; F. Aksoy; (c) H. Arslan; E. Yeşilyurt; M. Yatabaré; E. Kılınç
19/20,Round 10,03/11/19,Kasımpaşa,Yeni Malatyaspor,2,2,6.96,6.81,4-2-3-1,4-2-3-1,R. Köse; S. Popov; (c) V. Sarı; S. B. Youssef; K. Hafez; L. Sadiku; A. Kara; M. Pektemek; H. Hajradinović; R. Quaresma; B. Koita,F. Farnolle; (c) I. Chebake; M. Akbaş; T. L. Hadebe; S. Aytaç; R. Yalçın; A. Afriyie; Guilherme Marques; M. Donald; T. Bifouma; A. Jahović
19/20,Round 10,03/11/19,Kayserispor,Fenerbahçe,1,0,7.05,6.89,4-3-3,4-1-4-1,S. Lung Jr.; M. Lopes; B. Poulain; A. Abdennour; Y. Subaşı; B. D. Djédjé; Ş. Çinaz; B. Mensah; (c) U. Bulut; E. Adebayor; B. Başaçıkoğlu,A. Bayındır; Mauricio Isla; Zanka; S. Aziz; H. A. Kaldırım; L. Gustavo; V. Moses; O. Tufan; (c) E. Belözoğlu; G. Rodrigues; V. Muriqi
19/20,Round 10,04/11/19,Ankaragücü,Gaziantep,1,2,6.7,6.98,4-2-3-1,5-3-2,(c) K. Çelikay; S. Kitsiou; A. Kulušić; M. Pazdan; T. Pinto; W. Moke; R. Faty; İ. Parlak; H. Canteros; A. Karabulut; D. Orgill,(c) G. Güvenç; P. Olkowski; P. Djilobodji; J. A. Kana-Biyik; A. Toșca; J. Morais; S. Diarra; R. Chibsah; G. Vural; J. Junior; P. Twumasi
19/20,Round 9,25/10/19,Rizespor,Ankaragücü,2,0,7.12,6.88,4-3-3,4-2-3-1,(c) G. Akkan; M. Morozyuk; M. Abarhoun; M. Talbi; D. Melnjak; J. Attamah; A. Durak; A. Vetrih; F. Boldrin; O. Çağlayan; B. Samudio,(c) K. Çelikay; A. Kubalas; A. Kulušić; M. Pazdan; M. Sak; S. Kitsiou; R. Faty; H. Kaya; T. Pinto; İ. Parlak; D. Orgill
19/20,Round 9,26/10/19,Sivasspor,Antalyaspor,2,1,6.74,6.74,4-2-3-1,4-1-4-1,M. Samassa; M. Goiano; A. Appindangoyé; C. Osmanpaşa; U. Çiftçi; (c) H. Arslan; M. H. Yandaş; E. Kılınç; A. Traoré; F. Andrade; M. Yatabaré,F. Kaplan; N. Sangaré; O. Čelůstka; (c) D. Angelo; E. Albayrak; Chico; D. Sinik; U. Akyol; H. Özmert; A. Chahechouhe; P. Mukairu
19/20,Round 9,26/10/19,Gaziantep,Alanyaspor,1,1,6.67,6.67,4-2-3-1,4-2-3-1,(c) G. Güvenç; O. Ceylan; J. A. Kana-Biyik; A. Toșca; J. Morais; R. Chibsah; P. Djilobodji; K. Özer; J. Junior; P. Twumasi; B. Pawłowski,Marafona; O. Bulut; Welinton; G. Tzavellas; K. Kanak; C. Gülselam; M. Siopis; (c) E. Karaca; A. Bakasetas; J. Fernandes; P. D. Cissé
19/20,Round 9,26/10/19,Fenerbahçe,Konyaspor,5,1,7.21,6.14,4-1-4-1,4-4-2,A. Bayındır; Mauricio Isla; Zanka; S. Aziz; H. A. Kaldırım; L. Gustavo; V. Moses; O. Tufan; (c) E. Belözoğlu; G. Rodrigues; V. Muriqi,E. Taşkıran; N. Skubic; (c) A. Turan; M. Aničić; A. Uludağ; Ö. A. Şahiner; M. Jevtović; J. Jønsson; D. Milošević; M. C. Akçay; F. Miya
19/20,Round 9,27/10/19,Yeni Malatyaspor,Kayserispor,4,0,7.12,6.31,4-2-3-1,4-2-3-1,F. Farnolle; (c) I. Chebake; M. Akbaş; T. L. Hadebe; S. Aytaç; A. Afriyie; R. Yalçın; Guilherme Marques; M. Donald; M. Fofana; A. Jahović,S. Lung Jr.; M. Lopes; B. Poulain; B. Rienstra; Y. Subaşı; Ş. Çinaz; H. H. Acar; P. Henrique; B. Mensah; B. Başaçıkoğlu; (c) U. Bulut
19/20,Round 9,27/10/19,Gençlerbirliği,Denizlispor,0,2,6.75,7.09,4-4-2,4-2-3-1,E. Özbir; E. Özgenç; F. Ramos; Z. Touré; P. Polomat; G. Sio; B. A. Özdemir; (c) S. Sessègnon; F. Ayité; B. Stancu; D. Candeias,A. Stachowiak; T. Lopes; (c) C. Săpunaru; M. Yumlu; Z. Bergdich; Z. Yavru; R. Murawski; O. Şahan; I. Aissati; M. Barrow; Ó. Estupiñán
19/20,Round 9,27/10/19,Göztepe,Kasımpaşa,1,4,6.29,7.16,4-2-3-1,4-2-3-1,(c) Beto; L. Gassama; A. Öztürk; Titi; B. Emir; A. B. Poko; S. Aydoğdu; S. Gürler; M. Mossoró; H. Akbunar; C. Jerome,F. Öztürk; S. Popov; (c) V. Sarı; S. B. Youssef; K. Hafez; L. Sadiku; A. Kara; M. Pektemek; H. Hajradinović; R. Quaresma; B. Koita
19/20,Round 9,27/10/19,Beşiktaş,Galatasaray,1,0,7.07,6.91,4-2-3-1,4-3-3,L. Karius; G. Gönül; (c) D. Vida; E. Roco; P. Rebocho; M. Elneny; A. Hutchinson; J. Lens; A. Diaby; C. Erkin; M. U. Nayir,(c) F. Muslera; Mariano; C. Luyindama; Marcão; Y. Nagatomo; Y. Belhanda; S. N'Zonzi; M. Lemina; S. Feghouli; F. Andone; R. Babel
19/20,Round 9,28/10/19,Başakşehir,Trabzonspor,2,2,6.74,6.79,4-1-4-1,4-4-1-1,M. Günok; J. Caiçara; M. Škrtel; A. Epureanu; G. Clichy; (c) M. Tekdemir; E. Višća; O. Azubuike; İ. C. Kahveci; F. Gulbrandsen; E. Crivelli,U. Çakır; J. Pereira; H. Türkmen; M. Hosseini; F. Novák; K. A. Çörekçi; (c) J. Sosa; D. Erdoğan; A. N. Nwakaeme; D. Sturridge; A. Sørloth
19/20,Round 8,18/10/19,Galatasaray,Sivasspor,3,2,7.11,6.51,4-1-4-1,4-2-3-1,(c) F. Muslera; Ş. Özbayraklı; C. Luyindama; Marcão; E. Taşdemir; S. N'Zonzi; E. Mor; Y. Belhanda; Ö. Bayram; R. Babel; F. Andone,M. Samassa; M. Goiano; A. Appindangoyé; C. Osmanpaşa; U. Çiftçi; I. Cofie; (c) H. Arslan; E. Kılınç; M. H. Yandaş; F. Andrade; M. Yatabaré
19/20,Round 8,19/10/19,Antalyaspor,Gençlerbirliği,0,6,6.02,7.4,4-1-4-1,4-4-2,R. Boffin; N. Sangaré; B. Öztürk; (c) D. Angelo; O. Čelůstka; Charles; A. d. Silva; U. Akyol; H. Özmert; A. Chahechouhe; J. Dala,E. Özbir; E. Özgenç; M. Bjärsmyr; F. Ramos; P. Polomat; G. Sio; B. A. Özdemir; (c) S. Sessègnon; F. Ayité; D. Candeias; B. Stancu
19/20,Round 8,19/10/19,Başakşehir,Göztepe,2,1,6.98,6.61,4-2-3-1,4-2-3-1,M. Günok; J. Caiçara; M. Škrtel; A. Epureanu; G. Clichy; (c) M. Tekdemir; G. Inler; E. Višća; İ. C. Kahveci; F. Gulbrandsen; E. Crivelli,(c) Beto; L. Gassama; A. Öztürk; Titi; B. Emir; S. Aydoğdu; A. B. Poko; S. Napoleoni; M. Mossoró; S. Gürler; C. Jerome
