Season,Team Name,Player Name,Player Rating
20/21,Erzurumspor FK,Arturo Mina,6.59
20/21,MKE Ankaragücü,Ricardo Friedrich,6.59
20/21,Denizlispor,Muris Mešanovič,6.59
20/21,Fatih Karagümrük,Muhammed Egemen Pehlivan,6.59
20/21,Fenerbahçe,Bright Osayi-Samuel,6.58
20/21,Fatih Karagümrük,Vato Arveladze,6.58
20/21,Denizlispor,Muhammet Özkal,6.58
20/21,Kasımpaşa,Doğucan Haspolat,6.58
20/21,Antalyaspor,Dever Orgill,6.58
20/21,Denizlispor,Özgür Çek,6.58
20/21,MKE Ankaragücü,Idriz Voca,6.58
20/21,Fatih Karagümrük,Mevlüt Erdinç,6.58
20/21,Hatayspor,Hélder Barbosa,6.58
20/21,Kasımpaşa,Mehmet Feyzi Yıldırım,6.58
20/21,Erzurumspor FK,Zakarya Bergdich,6.58
20/21,Gençlerbirliği,Pierre-Yves Polomat,6.58
20/21,Kayserispor,Ilhan Depe,6.58
20/21,Sivasspor,Arouna Koné,6.57
20/21,Kayserispor,Oğuzhan Çapar,6.57
20/21,Gençlerbirliği,Murat Yildirim,6.57
20/21,Konyaspor,Farouk Miya,6.56
20/21,Erzurumspor FK,Johanna Ochieng Omolo,6.56
20/21,Gençlerbirliği,Giovanni Sio,6.56
20/21,Gaziantep FK,Bilal Başaçıkoğlu,6.56
20/21,Denizlispor,Marvin Bakalorz,6.55
20/21,Kasımpaşa,Anıl Koç,6.55
20/21,Kayserispor,Anthony Uzodimma,6.55
20/21,Kayserispor,Omer Uzun,6.55
20/21,Antalyaspor,Mevlut Han Ekelik,6.55
20/21,Konyaspor,Dogan Can Golpek,6.55
20/21,Gençlerbirliği,Mustafa Çeçenoğlu,6.55
20/21,Antalyaspor,Ufuk Akyol,6.55
20/21,Antalyaspor,Omar Imeri,6.55
20/21,Konyaspor,Ismaël Diomandé,6.54
20/21,Antalyaspor,Doğukan Sinik,6.54
20/21,Göztepe,Kubilay Sönmez,6.54
20/21,Antalyaspor,Paul Mukairu,6.53
20/21,Yeni Malatyaspor,Aly Mallé,6.53
20/21,Başakşehir FK,Kerim Frei,6.51
20/21,Denizlispor,Ali Yavuz Kol,6.51
20/21,Sivasspor,Casimir Ninga,6.51
20/21,Denizlispor,Sakıb Aytaç,6.50
20/21,Fenerbahçe,Ömer Faruk Beyaz,6.50
20/21,Beşiktaş,Kartal Kayra Yılmaz,6.50
20/21,Alanyaspor,Yusuf Özdemir,6.50
20/21,Konyaspor,Thuram,6.50
20/21,Çaykur Rizespor,Murat Saglam,6.50
20/21,Fatih Karagümrük,Yavuz Aygün,6.50
20/21,Başakşehir FK,Emre Karaal,6.50
20/21,Denizlispor,Muhammed Eren Kiryolcu,6.50
20/21,Denizlispor,Mert Sarikus,6.50
20/21,Galatasaray,Emin Bayram,6.50
20/21,Beşiktaş,Mehmet Umut Nayir,6.50
20/21,Konyaspor,Volkan Fındıklı,6.50
20/21,Erzurumspor FK,Mehmet Göktuğ Bakırbaş,6.50
20/21,Denizlispor,Hüseyin Altıntaş,6.50
20/21,Fatih Karagümrük,Zeki Yildirim,6.50
20/21,MKE Ankaragücü,Embiya Ayyildiz,6.50
20/21,Erzurumspor FK,Jugurtha Hamroun,6.50
20/21,MKE Ankaragücü,Şahverdi Çetin,6.50
20/21,MKE Ankaragücü,Geraldo,6.49
20/21,Çaykur Rizespor,Alberk Koc,6.48
20/21,Erzurumspor FK,Ömer Şişmanoğlu,6.48
20/21,MKE Ankaragücü,Ali Kaan Güneren,6.48
20/21,Erzurumspor FK,Bogdan Butko,6.47
20/21,Beşiktaş,Hüseyin Atakan Üner,6.47
20/21,Denizlispor,Görkem Can,6.47
20/21,Erzurumspor FK,Mücahit Albayrak,6.47
20/21,Göztepe,Dženan Bureković,6.47
20/21,MKE Ankaragücü,Luka Adžić,6.46
20/21,Erzurumspor FK,Yaw Ackah,6.46
20/21,Gençlerbirliği,Lucas Mugni,6.46
20/21,Erzurumspor FK,Rashad Muhammed,6.45
20/21,Fatih Karagümrük,Serhat Ahmetoglu,6.45
20/21,Konyaspor,Ahmet Karademir,6.45
20/21,Başakşehir FK,Enes Karakuş,6.45
20/21,Fatih Karagümrük,Murat Sarigül,6.45
20/21,Trabzonspor,Ahmet Canbaz,6.45
20/21,Göztepe,Efe Binici,6.45
20/21,Kayserispor,Muğdat Çelik,6.45
20/21,Gençlerbirliği,Ömürcan Artan,6.44
20/21,Kayserispor,Nurettin Korkmaz,6.44
20/21,Gençlerbirliği,Srđan Spiridonović,6.43
20/21,Denizlispor,Hadi Sacko,6.43
20/21,Kayserispor,Melih Okutan,6.43
20/21,Denizlispor,Ahmed Yasin,6.43
20/21,Çaykur Rizespor,Fernando Andrade,6.42
20/21,Antalyaspor,Mert Yilmaz,6.41
20/21,Trabzonspor,Erce Kardeşler,6.40
20/21,Göztepe,Yilmaz Basravi,6.40
20/21,Göztepe,Batuhan Kirdaroglu,6.40
20/21,Erzurumspor FK,Batuhan Unsal,6.40
20/21,Denizlispor,Mehmet Ali Ulaman,6.40
20/21,Antalyaspor,Jean-Armel Drolé,6.40
20/21,Hatayspor,Youssouf Koné,6.40
20/21,Trabzonspor,Safa Kinali,6.38
20/21,Kayserispor,Harisson Manzala,6.35
20/21,Başakşehir FK,Ravil Tagir,6.35
20/21,Gençlerbirliği,Sami Gokhan Altiparmak,6.33
20/21,Erzurumspor FK,Armando Sadiku,6.32
20/21,Gaziantep FK,Abdul Aziz Tetteh,6.30
20/21,Trabzonspor,Stiven Plaza,6.30
20/21,Yeni Malatyaspor,Berk Yıldız,6.30
20/21,Sivasspor,Kerem Atakan Kesgin,6.30
20/21,MKE Ankaragücü,Cebrail Karayel,6.30
20/21,Denizlispor,Emirhan Kascioglu,6.30
20/21,MKE Ankaragücü,Ender Aygören,6.27
20/21,Alanyaspor,Alpay Çelebi,6.20
20/21,Denizlispor,Huseyin Furkan Uslu,6.20
20/21,Fenerbahçe,Fatih Yiğit Şanlitürk,6.20
20/21,Gençlerbirliği,Ubeyd Adiyaman,6.15
20/21,Beşiktaş,Erdoğan Kaya,6.10
20/21,Göztepe,André Poko,6.05
20/21,Kasımpaşa,Gerard Gohou,6.00
20/21,Gaziantep FK,Çağlar Şahin Akbaba,6.00
20/21,Başakşehir FK,Muhammed Emin Sarikaya,6.00
20/21,Yeni Malatyaspor,Guido Herrera,5.97
20/21,Denizlispor,Emre Yildrim,5.90
20/21,Fenerbahçe,Ahmet Oytun Özdoğan,5.80
20/21,Galatasaray,Bartuğ Elmaz,0
20/21,Erzurumspor FK,Mahamadou Ba,0
20/21,Trabzonspor,Hakan Yeşil,0
20/21,Trabzonspor,Atakan Gündüz,0
20/21,Gençlerbirliği,Abdullah Sahindere,0
20/21,Yeni Malatyaspor,Doğukan Emeksiz,0
20/21,Çaykur Rizespor,Emir Dede,0
20/21,Denizlispor,Alaattin Öner,0
20/21,Kayserispor,Adem Doğan,0
20/21,Alanyaspor,Muhammed Uzun,0
20/21,Denizlispor,Ferhat Erdogan,0
20/21,MKE Ankaragücü,Mücahit Can Akçay,0
