Season,Team Name,Player Name,Player Rating
23/24,Antalyaspor,Emre Uzun,6.58
23/24,Kayserispor,Talha Sariarslan,6.58
23/24,Kayserispor,Baran Ali Gezek,6.58
23/24,Kasımpaşa,Selim Dilli,6.58
23/24,İstanbulspor,Giannelli Imbula,6.58
23/24,Hatayspor,Bertuğ Yıldırım,6.57
23/24,Gaziantep FK,İlker Karakaş,6.57
23/24,Kasımpaşa,Taylan Utku Aydın,6.56
23/24,Samsunspor,Gaëtan Laura,6.56
23/24,İstanbulspor,Djakaridja Traore,6.56
23/24,Adana Demirspor,José Rodríguez,6.56
23/24,Çaykur Rizespor,Óscar Pinchi,6.56
23/24,Çaykur Rizespor,Mame Mor Faye,6.56
23/24,Konyaspor,Kahraman Demirtaş,6.56
23/24,Beşiktaş,Yakup Arda Kilic,6.55
23/24,Konyaspor,Niko Rak,6.55
23/24,Galatasaray,Ali Turap Bülbül,6.55
23/24,Gaziantep FK,Valmir Veliu,6.55
23/24,Adana Demirspor,Motez Nourani,6.55
23/24,İstanbulspor,Demeaco Duhaney,6.54
23/24,Konyaspor,Nélson Oliveira,6.54
23/24,Fatih Karagümrük,Samed Onur,6.53
23/24,Kasımpaşa,Tuncer Duhan Aksu,6.53
23/24,Pendikspor,Görkem Bitin,6.53
23/24,Pendikspor,Emeka Eze,6.53
23/24,Kayserispor,Hayrullah Erkip,6.53
23/24,İstanbulspor,Kubilay Koylu,6.52
23/24,Başakşehir FK,Mahmut Tekdemir,6.51
23/24,Kasımpaşa,Dries Saddiki,6.51
23/24,Fatih Karagümrük,Adnan Ugur,6.51
23/24,Samsunspor,Nanú,6.50
23/24,Alanyaspor,Yunus Bahadir,6.50
23/24,Adana Demirspor,Breyton Fougeu,6.50
23/24,MKE Ankaragücü,Arda Ünyay,6.50
23/24,Galatasaray,Serge Aurier,6.50
23/24,Adana Demirspor,Ozan Demirbağ,6.50
23/24,İstanbulspor,Eslem Öztürk,6.50
23/24,Trabzonspor,Mislav Oršić,6.50
23/24,Kasımpaşa,Ali Sühan Demirel,6.50
23/24,Pendikspor,Georgios Tzavellas,6.50
23/24,Adana Demirspor,Florent Shehu,6.50
23/24,Samsunspor,Berhan Deniz,6.50
23/24,Sivasspor,Eren Kaya,6.50
23/24,Fatih Karagümrük,Anwan Lawrence,6.50
23/24,Adana Demirspor,Abat Aimbetov,6.49
23/24,Gaziantep FK,Albian Ajeti,6.48
23/24,Gaziantep FK,Batuhan Ahmet Şen,6.48
23/24,İstanbulspor,Tunahan Samdanli,6.47
23/24,Samsunspor,Yunus Emre Çift,6.47
23/24,Kasımpaşa,Emre Gedik,6.46
23/24,Hatayspor,Onur Ari,6.45
23/24,Alanyaspor,Anderson Silva,6.45
23/24,Kayserispor,Duckens Nazon,6.44
23/24,Gaziantep FK,Naoufel Khacef,6.43
23/24,Fatih Karagümrük,Emir Tintiş,6.43
23/24,İstanbulspor,Eren Arda Şan,6.42
23/24,Kayserispor,Yiğit Emre Çeltik,6.40
23/24,Çaykur Rizespor,Güvenç Usta,6.40
23/24,İstanbulspor,Demir Mermerci,6.40
23/24,Beşiktaş,Fahri Ay,6.40
23/24,Adana Demirspor,Jovan Manev,6.40
23/24,Pendikspor,Aias Aosman,6.40
23/24,Kasımpaşa,Berat Kalkan,6.40
23/24,Çaykur Rizespor,Alberk Koc,6.40
23/24,Kayserispor,Muhammed Arıkan,6.40
23/24,Kayserispor,Ahmet Kağan Malatyalı,6.40
23/24,Hatayspor,Musa Çağıran,6.40
23/24,Sivasspor,Emre Gökay,6.40
23/24,Gaziantep FK,Luka Stankovski,6.35
23/24,İstanbulspor,Baran Vardar,6.33
23/24,Çaykur Rizespor,Janne-Pekka Laine,6.33
23/24,Samsunspor,Muhammet Ali Özbaskıcı,6.33
23/24,Çaykur Rizespor,Oumar Diouf,6.30
23/24,Fenerbahçe,Altay Bayındır,6.30
23/24,Başakşehir FK,Ahmed Touba,6.30
23/24,Beşiktaş,Emirhan Delibaş,6.30
23/24,İstanbulspor,İzzet Topatar,6.25
23/24,Trabzonspor,Maximiliano Gómez,6.20
23/24,Adana Demirspor,Vedat Karakuş,6.07
23/24,Pendikspor,Burak Öğür,6.03
23/24,Adana Demirspor,Yılmaz Aktaş,5.80
23/24,Çaykur Rizespor,Zafer Görgen,0
23/24,Adana Demirspor,Deniz Eren Donmezer,0
23/24,Fenerbahçe,Yusuf Akçiçek,0
23/24,Fenerbahçe,Furkan Onur Akyüz,0
23/24,Adana Demirspor,Samet Duyur,0
23/24,Adana Demirspor,Burhan Ersoy,0
23/24,Kayserispor,Mehmet Şamil Öztürk,0
23/24,Kasımpaşa,Bunyamin Cetinkaya,0
23/24,Kayserispor,Enes Gökcek,0
23/24,Pendikspor,Umut Mert Toy,0
23/24,Pendikspor,Ahmet Kosar,0
23/24,Kasımpaşa,Sarp Yavrucu,0
23/24,Kasımpaşa,Emirhan Yiğit,0
23/24,Başakşehir FK,Batuhan Çelik,0
23/24,Galatasaray,Efe Akman,0
23/24,Başakşehir FK,Yasin Yağız Dilek,0
23/24,Kasımpaşa,Hasan Yesilyurt,0
23/24,MKE Ankaragücü,Alperen Kuyubaşı,0
23/24,İstanbulspor,Muhammet Berkay Tekke,0
23/24,Konyaspor,Mehmet Ali Büyüksayar,0
