Season,Team Name,Player Name,Player Rating
22/23,Kasımpaşa,Ali Sühan Demirel,6.45
22/23,Alanyaspor,Pedro Pereira,6.43
22/23,Giresunspor,Erol Can Akdag,6.43
22/23,Giresunspor,Doğan Can Davas,6.43
22/23,Antalyaspor,Doğukan Sinik,6.43
22/23,Beşiktaş,Atiba Hutchinson,6.43
22/23,Trabzonspor,Mountassir Lahtimi,6.43
22/23,Gaziantep FK,Alin Toșca,6.43
22/23,Adana Demirspor,İsmail Çokçalış,6.42
22/23,Kasımpaşa,Turgay Gemicibaşi,6.42
22/23,MKE Ankaragücü,Federico Macheda,6.41
22/23,Başakşehir FK,Okechukwu Azubuike,6.40
22/23,Sivasspor,Mehmet Albayrak,6.40
22/23,Ümraniyespor,Beren Kucukbasarik,6.40
22/23,Fenerbahçe,Mauricio Lemos,6.40
22/23,Gaziantep FK,Onurhan Babuscu,6.40
22/23,MKE Ankaragücü,Sinan Osmanoğlu,6.40
22/23,Ümraniyespor,Yunus Emre Mertoğlu,6.40
22/23,Ümraniyespor,Mert Yilmaz,6.40
22/23,İstanbulspor,Mirza Cihan,6.40
22/23,Antalyaspor,Shoya Nakajima,6.36
22/23,İstanbulspor,Michael Ologo,6.36
22/23,Antalyaspor,Amar Gerxhaliu,6.35
22/23,İstanbulspor,Kagan Bağış,6.34
22/23,Başakşehir FK,Eden Karzev,6.33
22/23,Beşiktaş,Tyler Boyd,6.30
22/23,Fatih Karagümrük,Emir Tintiş,6.30
22/23,Ümraniyespor,Emre Nefiz,6.30
22/23,İstanbulspor,Ferhat Yazgan,6.30
22/23,Kayserispor,Berat Eskin,6.30
22/23,Kayserispor,Yaw Ackah,6.30
22/23,Fenerbahçe,Jayden Oosterwolde,6.27
22/23,Beşiktaş,Emre Bilgin,6.25
22/23,Başakşehir FK,Batuhan Çelik,6.25
22/23,Alanyaspor,Yusuf Karagöz,6.22
22/23,Galatasaray,Hamza Akman,6.20
22/23,Ümraniyespor,Anil Demir,6.20
22/23,MKE Ankaragücü,Doğukan Kaya,6.20
22/23,Ümraniyespor,Gunes Guventurk,6.20
22/23,Ümraniyespor,Dogukan Saral,6.20
22/23,Kayserispor,Cenk Gönen,6.20
22/23,Hatayspor,Engin Aksoy,6.10
22/23,İstanbulspor,Alp Arda,6.05
22/23,İstanbulspor,Kristal Abazaj,6.04
22/23,Antalyaspor,Bálint Szabó,6.00
22/23,Alanyaspor,Çağan Kayra Erciyas,6.00
22/23,MKE Ankaragücü,Eren Derdiyok,5.90
22/23,İstanbulspor,Abdullah Dijlan Aydin,5.90
22/23,Kasımpaşa,Hasan Yesilyurt,3.00
22/23,Hatayspor,Abdullah Yiğiter,0
22/23,Galatasaray,Baran Aksaka,0
22/23,MKE Ankaragücü,Şahverdi Çetin,0
22/23,Kasımpaşa,Taylan Utku Aydın,0
22/23,Trabzonspor,Oguzhan Yilmaz,0
22/23,Fatih Karagümrük,Muzaffer Cem Kablan,0
22/23,İstanbulspor,Eslem Öztürk,0
22/23,Kayserispor,Ahmet Kağan Malatyalı,0
22/23,MKE Ankaragücü,Mert Can,0
