Season,Week,Match Date,Home Team,Away Team,Home Goals,Away Goals,Home Performance,Away Performance,Home Formation,Away Formation,Home Player 1,Home Player 2,Home Player 3,Home Player 4,Home Player 5,Home Player 6,Home Player 7,Home Player 8,Home Player 9,Home Player 10,Home Player 11,Away Player 1,Away Player 2,Away Player 3,Away Player 4,Away Player 5,Away Player 6,Away Player 7,Away Player 8,Away Player 9,Away Player 10,Away Player 11,Home Player 1 Rating,Home Player 2 Rating,Home Player 3 Rating,Home Player 4 Rating,Home Player 5 Rating,Home Player 6 Rating,Home Player 7 Rating,Home Player 8 Rating,Home Player 9 Rating,Home Player 10 Rating,Home Player 11 Rating,Away Player 1 Rating,Away Player 2 Rating,Away Player 3 Rating,Away Player 4 Rating,Away Player 5 Rating,Away Player 6 Rating,Away Player 7 Rating,Away Player 8 Rating,Away Player 9 Rating,Away Player 10 Rating,Away Player 11 Rating,Home Player 1 Age,Home Player 1 Market Value (M€),Home Player 2 Age,Home Player 2 Market Value (M€),Home Player 3 Age,Home Player 3 Market Value (M€),Home Player 4 Age,Home Player 4 Market Value (M€),Home Player 5 Age,Home Player 5 Market Value (M€),Home Player 6 Age,Home Player 6 Market Value (M€),Home Player 7 Age,Home Player 7 Market Value (M€),Home Player 8 Age,Home Player 8 Market Value (M€),Home Player 9 Age,Home Player 9 Market Value (M€),Home Player 10 Age,Home Player 10 Market Value (M€),Home Player 11 Age,Home Player 11 Market Value (M€),Away Player 1 Age,Away Player 1 Market Value (M€),Away Player 2 Age,Away Player 2 Market Value (M€),Away Player 3 Age,Away Player 3 Market Value (M€),Away Player 4 Age,Away Player 4 Market Value (M€),Away Player 5 Age,Away Player 5 Market Value (M€),Away Player 6 Age,Away Player 6 Market Value (M€),Away Player 7 Age,Away Player 7 Market Value (M€),Away Player 8 Age,Away Player 8 Market Value (M€),Away Player 9 Age,Away Player 9 Market Value (M€),Away Player 10 Age,Away Player 10 Market Value (M€),Away Player 11 Age,Away Player 11 Market Value (M€)
23/24,Round 3,2023-08-25,kony,gazi,2,0,7.18,6.76,4-2-3-1,4-1-4-1,Bernardoni,Oğuz,Yazğılı,Calvo,Sityá,Dikmen,Paz,Prip,Cicâldău,Moreno,Cikalleshi,Şen,M'Bakata,Ersoy,Djilobodji,Khacef,Jevtović,Eskihellaç,Soyalp,Bikel,Maxim,Riascos,6.78,6.96,6.95,6.99,7.35,6.76,6.62,6.73,6.88,6.84,6.94,6.48,6.71,0.0,6.94,6.43,6.79,6.93,6.77,6.64,7.16,6.62,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,32.0,150.0,26.428571428571427,205.42671232876714,31.0,150.0,26.428571428571427,205.42671232876714,27.0,130.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,24.5,0.5875,26.0,0.55,24.0,0.325,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,27.0,140.0,29.0,0.7,26.428571428571427,205.42671232876714,34.0,0.75,26.428571428571427,205.42671232876714
23/24,Round 3,2023-08-26,kası,pend,1,1,6.92,6.92,4-2-3-1,4-2-3-1,Gianniotis,Winck,Omeruo,Özcan,Aksu,Gül,Kara,Ouanes,Hajradinović,Gomis,Fall,Canpolat,Asan,Welinton,Rassoul,Sequeira,Lusamba,Vuković,Thuram,Romero,Akbunar,Eze,6.95,6.82,6.93,6.78,6.53,6.97,6.75,7.01,7.39,6.76,6.94,6.95,6.68,6.88,6.63,6.89,6.93,6.58,7.02,6.93,6.98,6.53,31.0,0.5,30.0,0.7,31.0,160.0,22.0,425.0,26.428571428571427,205.42671232876714,26.0,200.0,28.0,150.0,30.0,160.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,32.0,100.0,26.428571428571427,205.42671232876714,25.0,0.325,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,31.0,120.0,26.428571428571427,205.42671232876714
23/24,Round 3,2023-08-26,trab,rize,2,3,6.92,6.93,4-1-4-1,4-2-3-1,Çakır,Larsen,Baniya,Benković,Elmalı,Kourbelis,Teklić,Bardhi,Bakasetas,Višća,Bozok,Akkan,Şahin,Mocsi,Topçu,Pehlivan,Pala,Olawoyin,Sauer,Varešanović,Zeqiri,Keser,7.04,6.74,6.73,6.9,6.87,6.76,6.6,7.06,7.26,7.28,6.8,7.17,6.87,6.88,7.26,6.65,6.62,7.12,6.89,6.76,6.88,6.87,28.0,850.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,24.0,400.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,29.0,600.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,28.0,180.0,29.0,120.0,24.0,120.0,24.0,180.0,24.0,500.0,26.428571428571427,205.42671232876714,24.0,0.9,27.0,170.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,24.0,160.0,28.0,100.0
23/24,Round 3,2023-08-26,siva,anta,1,1,6.89,6.68,4-3-3,4-2-3-1,Vural,Paluli,Appindangoyé,Osmanpaşa,Çiftçi,Charisis,Konak,Sáiz,Başsan,N'Jie,Rodrigues,Leite,Balcı,Sarı,Toprak,Vural,Fredy,Kałuziński,Yeşilyurt,Larsson,Bytyqi,Assombalonga,6.9,6.7,6.87,6.98,6.8,6.91,6.83,7.25,6.9,6.64,6.76,7.2,7.0,6.93,6.92,6.9,6.6,6.88,6.89,6.97,6.82,6.62,36.0,0.15,30.0,0.8,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,32.0,120.0,29.0,100.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,32.0,0.6,26.428571428571427,205.42671232876714,32.0,80.45,26.428571428571427,205.42671232876714,24.0,250.0,31.0,225.0875,19.0,0.05,36.0,0.15,34.0,0.45,26.428571428571427,205.42671232876714,27.0,80.02499999999999,31.0,150.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714
23/24,Round 3,2023-08-27,fati,anka,1,1,6.83,6.98,4-2-3-1,4-3-3,Dituro,Veseli,Ceccherini,Drešević,Mercan,Feghouli,Ugur,Keleş,Rohdén,Mendes,Lasagna,Gikiewicz,Bilazer,Radaković,Çetin,Mujakić,Đokanović,Ciğerci,Bekiroğlu,Moruțan,Sowe,Cephas,7.04,6.63,6.68,6.99,6.9,6.82,6.51,6.82,6.91,6.96,6.71,6.9,6.89,6.89,6.7,6.77,6.73,7.15,7.04,6.9,6.84,6.83,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,24.0,260.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,23.0,220.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,19.5,0.3,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,30.0,170.0,26.428571428571427,205.42671232876714
23/24,Round 3,2023-08-27,alan,hata,0,0,7.16,6.83,4-2-3-1,4-2-3-1,Taşkıran,Augusto,Bayır,Aliti,Özdemir,Novais,Cândido,Karaca,Janvier,Bingöl,Eduardo,Kardeşler,Çörekçi,Kilama,Bekaroğlu,Aksoy,Sağlam,Aburjania,Strandberg,Hodžić,Dele-Bashiru,Yıldırım,7.01,6.92,6.79,6.87,6.78,6.9,7.16,7.02,7.04,6.61,6.8,6.98,6.85,6.9,6.71,6.77,6.9,6.66,6.79,6.6,7.01,6.57,35.0,0.075,24.0,140.0,24.0,210.0,31.0,100.0,24.5,405.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,35.0,0.35,26.0,0.55,31.0,0.6,26.428571428571427,205.42671232876714,30.0,0.4,32.0,0.2,25.0,150.0,26.428571428571427,205.42671232876714,27.0,180.0,26.0,0.95,26.428571428571427,205.42671232876714,28.0,200.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,21.75,0.23750000000000002
23/24,Round 3,2023-08-27,kays,sams,2,1,6.91,6.68,4-1-4-1,3-4-2-1,Bayazit,Uzodimma,Attamah,Kolovetsios,Carole,Ackah,Civelek,Cardoso,Karimi,Thiam,Sazdağı,Kocuk,Yavru,Öztürk,Drongelen,Schindler,Antalyalı,Ntcham,Bola,Kılınç,Fofana,Mouandilmadji,7.22,6.78,6.75,6.58,6.78,6.69,6.71,7.08,6.98,7.26,6.79,6.8,7.02,0.0,6.89,6.74,6.77,6.75,6.75,7.12,6.82,6.88,26.428571428571427,205.42671232876714,25.0,0.4,30.0,0.5,33.0,0.35,33.0,0.55,25.0,0.4,28.0,0.75,30.0,210.0,30.0,0.6,32.0,270.0,30.0,0.9,29.0,150.0,33.0,0.35,24.0,0.25,25.0,170.0,31.0,0.75,29.0,160.0,28.0,270.0,27.0,120.0,30.0,170.0,21.0,1000.0,26.0,200.0
23/24,Round 4,2023-09-01,kası,trab,1,5,6.53,7.07,4-2-3-1,4-1-4-1,Gianniotis,Winck,Omeruo,Özcan,Aksu,Gül,Kara,Ouanes,Hajradinović,Çetinkaya,Fall,Çakır,Aydın,Baniya,Benković,Larsen,Haspolat,Višća,Ömür,Bakasetas,Bardhi,Destan,6.95,6.82,6.93,6.78,6.53,6.97,6.75,7.01,7.39,6.6,6.94,7.04,6.56,6.73,6.9,6.74,6.67,7.28,6.97,7.26,7.06,6.97,31.0,0.5,30.0,0.7,31.0,160.0,22.0,425.0,26.428571428571427,205.42671232876714,26.0,200.0,28.0,150.0,30.0,160.0,26.428571428571427,205.42671232876714,23.0,0.3,32.0,100.0,28.0,850.0,22.0,330.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,29.0,600.0,22.0,460.0
23/24,Round 4,2023-09-01,rize,fati,1,0,7.11,6.81,4-2-3-1,4-2-3-1,Akkan,Şahin,Mocsi,Topçu,Pehlivan,Pala,Olawoyin,Sauer,Varešanović,Zeqiri,Keser,Dituro,Veseli,Ceccherini,Drešević,Mercan,Feghouli,Ugur,Keleş,Rohdén,Mendes,Lasagna,7.17,6.87,6.88,7.26,6.65,6.62,7.12,6.89,6.76,6.88,6.87,7.04,6.63,6.68,6.99,6.9,6.82,6.51,6.82,6.91,6.96,6.71,29.0,120.0,24.0,120.0,24.0,180.0,24.0,500.0,26.428571428571427,205.42671232876714,24.0,0.9,27.0,170.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,24.0,160.0,28.0,100.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,24.0,260.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,23.0,220.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714
23/24,Round 4,2023-09-02,pend,alan,1,1,6.96,6.78,4-4-2,4-4-2,Canpolat,Kaya,Welinton,Rassoul,Sequeira,Diaby,Vuković,Lusamba,Akbunar,Thuram,Romero,Taşkıran,Hadergjonaj,Bayır,Aliti,Özdemir,Karaca,Novais,Cândido,Augusto,Eduardo,Janvier,6.95,6.5,6.88,6.63,6.89,6.63,6.58,6.93,6.98,7.02,6.93,7.01,6.93,6.79,6.87,6.78,7.02,6.9,7.16,6.92,6.8,7.04,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,31.0,120.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,35.0,0.075,30.0,170.0,24.0,210.0,31.0,100.0,24.5,405.0,35.0,0.35,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,24.0,140.0,26.428571428571427,205.42671232876714,26.0,0.55
23/24,Round 4,2023-09-02,gazi,gala,0,3,6.58,7.26,5-3-2,4-2-3-1,Şen,Artan,Ersoy,Jevtović,Djilobodji,Eskihellaç,Soyalp,Bikel,Maxim,Riascos,Gradel,Muslera,Boey,Nelsson,Bardakcı,Angeliño,Demirbay,Torreira,Tetê,Mertens,Aktürkoğlu,Icardi,6.48,6.59,0.0,6.79,6.94,6.93,6.77,6.64,7.16,6.62,6.73,7.2,7.11,7.12,7.23,7.06,7.2,7.2,6.8,7.61,7.33,7.51,24.5,0.5875,26.428571428571427,205.42671232876714,24.0,0.325,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,27.0,140.0,29.0,0.7,26.428571428571427,205.42671232876714,34.0,0.75,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,38.0,110.0,26.428571428571427,205.42671232876714,26.0,1600.0,30.0,750.0,26.428571428571427,205.42671232876714,31.0,440.0,28.0,1500.0,26.428571428571427,205.42671232876714,37.0,180.0,26.428571428571427,205.42671232876714,31.0,1500.0
23/24,Round 4,2023-09-02,anta,kays,1,1,6.9,6.89,4-2-3-1,4-4-1-1,Leite,Balcı,Sarı,Toprak,Vural,Akyol,Šarić,Holtmann,Streek,Larsson,Buksa,Bayazit,Uzodimma,Attamah,Kocaman,Carole,Kemen,Karimi,Ackah,Sazdağı,Civelek,Thiam,7.2,7.0,6.93,6.92,6.9,6.61,6.85,6.59,6.68,6.97,7.19,7.22,6.78,6.75,6.7,6.78,6.94,6.98,6.69,6.79,6.71,7.26,26.428571428571427,205.42671232876714,24.0,250.0,31.0,225.0875,19.0,0.05,36.0,0.15,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,31.0,110.0,31.0,150.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,25.0,0.4,30.0,0.5,21.0,180.0,33.0,0.55,28.0,250.0,30.0,0.6,25.0,0.4,30.0,0.9,28.0,0.75,32.0,270.0
23/24,Round 4,2023-09-02,başa,kony,0,1,6.85,6.96,4-2-3-1,4-2-3-1,Şengezer,Şahiner,Duarte,Ba,Sertel,Abeid,Özcan,Türüç,Figueiredo,Gürler,Piątek,Bernardoni,Oğuz,Yazğılı,Calvo,Sityá,Dikmen,Paz,Murić,Cicâldău,Michalak,Cikalleshi,7.11,6.89,7.12,7.16,6.74,6.84,6.78,7.15,6.88,6.75,7.2,6.78,6.96,6.95,6.99,7.35,6.76,6.62,6.78,6.88,6.68,6.94,27.0,190.0,32.0,0.45,28.0,330.0,29.0,260.0,24.0,110.0,26.428571428571427,205.42671232876714,22.0,425.0,31.0,170.0,28.0,270.0,33.0,0.6,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,32.0,150.0,26.428571428571427,205.42671232876714,31.0,150.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714
23/24,Round 4,2023-09-03,anka,fene,0,1,6.79,7.05,4-2-3-1,4-2-3-1,Gikiewicz,Kitsiou,Radaković,Çetin,Mujakić,Đokanović,Ciğerci,Moruțan,Bekiroğlu,Cephas,Sowe,Eğribayat,Osayi-Samuel,Becão,Djiku,Oosterwolde,Yüksek,Fred,Kahveci,Szymański,Tadić,Džeko,6.9,6.84,6.89,6.7,6.77,6.73,7.15,6.9,7.04,6.83,6.84,6.9,7.0,6.9,7.01,6.85,7.15,7.34,7.39,7.55,7.42,7.39,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,19.5,0.3,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,30.0,170.0,26.428571428571427,205.42671232876714,26.0,800.0,28.0,800.0,30.0,900.0,23.0,1500.0,25.0,1400.0,31.0,1500.0,29.0,1000.0,25.0,1900.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714
23/24,Round 4,2023-09-03,hata,adan,3,3,6.61,6.98,4-2-3-1,4-2-3-1,Kardeşler,Çörekçi,Kilama,Bekaroğlu,Aksoy,Sağlam,Aburjania,Beyaz,Dele-Bashiru,Fernandes,Strandberg,Özbir,Svensson,Gravillon,Güler,Rodrigues,Akbaba,Stambouli,Sarı,Belhanda,Babajide,Ndiaye,6.98,6.85,6.9,6.71,6.77,6.9,6.66,6.74,7.01,6.75,6.79,7.19,7.1,6.85,7.09,6.76,7.19,6.81,6.93,7.03,,7.05,30.0,0.4,32.0,0.2,25.0,150.0,26.428571428571427,205.42671232876714,27.0,180.0,26.0,0.95,26.428571428571427,205.42671232876714,21.0,0.5,26.428571428571427,205.42671232876714,23.0,940.0,28.0,200.0,26.428571428571427,205.42671232876714,31.0,180.0,26.0,350.0,30.0,0.95,32.0,80.45,32.0,120.0,26.428571428571427,205.42671232876714,31.0,225.0875,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,34.0,0.5
23/24,Round 4,2023-09-03,beşi,siva,2,0,7.32,6.66,4-2-3-1,4-3-3,Günok,Rosier,Uysal,Colley,Bulut,Hadžiahmetović,Fernandes,Rashica,Oxlade-Chamberlain,Muleka,Aboubakar,Vural,Paluli,Appindangoyé,Osmanpaşa,Çiftçi,Charisis,Konak,Sáiz,Manaj,N'Jie,Rodrigues,6.89,7.15,6.96,7.14,6.76,7.06,6.75,7.03,6.97,6.9,6.78,6.9,6.7,6.87,6.98,6.8,6.91,6.83,7.25,7.31,6.64,6.76,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,33.0,0.65,26.428571428571427,205.42671232876714,26.0,85.025,26.428571428571427,205.42671232876714,23.0,940.0,28.0,800.0,31.0,300.0,26.428571428571427,205.42671232876714,32.0,280.0,36.0,0.15,30.0,0.8,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,32.0,120.0,29.0,100.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,27.0,500.0,26.428571428571427,205.42671232876714,32.0,80.45
23/24,Round 5,2023-09-16,gala,sams,4,2,6.94,6.49,4-2-3-1,4-4-1-1,Muslera,Boey,Nelsson,Bardakcı,Angeliño,Torreira,Demirbay,Tetê,Mertens,Aktürkoğlu,Icardi,Kocuk,Schindler,Çift,Drongelen,Bola,Kılınç,Aydoğdu,Tait,Fofana,Holse,Dimata,7.2,7.11,7.12,7.23,7.06,7.2,7.2,6.8,7.61,7.33,7.51,6.8,6.74,6.47,6.89,6.75,7.12,6.84,6.86,6.82,6.9,6.61,38.0,110.0,26.428571428571427,205.42671232876714,26.0,1600.0,30.0,750.0,26.428571428571427,205.42671232876714,28.0,1500.0,31.0,440.0,26.428571428571427,205.42671232876714,37.0,180.0,26.428571428571427,205.42671232876714,31.0,1500.0,29.0,150.0,31.0,0.75,21.0,0.4,25.0,170.0,27.0,120.0,30.0,170.0,33.0,0.1,31.0,100.0,21.0,1000.0,25.0,320.0,27.0,150.0
23/24,Round 5,2023-09-16,kony,rize,1,2,6.64,6.86,4-2-3-1,4-2-3-1,Bernardoni,Oğuz,Yazğılı,Calvo,Sityá,Dikmen,N'Zonzi,Murić,Cicâldău,Moreno,Cikalleshi,Akkan,Şahin,Mocsi,Topçu,Pehlivan,Pala,Olawoyin,Sauer,Varešanović,Zeqiri,Keser,6.78,6.96,6.95,6.99,7.35,6.76,7.03,6.78,6.88,6.84,6.94,7.17,6.87,6.88,7.26,6.65,6.62,7.12,6.89,6.76,6.88,6.87,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,32.0,150.0,26.428571428571427,205.42671232876714,31.0,150.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,29.0,120.0,24.0,120.0,24.0,180.0,24.0,500.0,26.428571428571427,205.42671232876714,24.0,0.9,27.0,170.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,24.0,160.0,28.0,100.0
23/24,Round 5,2023-09-16,kays,gazi,2,0,7.17,6.86,4-1-4-1,5-3-2,Bayazit,Uzodimma,Attamah,Kocaman,Carole,Ackah,Sazdağı,Civelek,Karimi,Mané,Thiam,Niță,Eskihellaç,Ersoy,N'Koulou,Djilobodji,Morais,Soyalp,Jevtović,Maxim,Marković,Drăguş,7.22,6.78,6.75,6.7,6.78,6.69,6.79,6.71,6.98,6.8,7.26,7.07,6.93,0.0,6.82,6.94,6.93,6.77,6.79,7.16,6.82,7.22,26.428571428571427,205.42671232876714,25.0,0.4,30.0,0.5,21.0,180.0,33.0,0.55,25.0,0.4,30.0,0.9,28.0,0.75,30.0,0.6,30.0,100.0,32.0,270.0,26.428571428571427,205.42671232876714,27.0,140.0,24.0,0.325,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,29.0,0.7,26.428571428571427,205.42671232876714,34.0,0.75,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714
23/24,Round 5,2023-09-16,adan,pend,3,0,7.37,6.68,4-2-3-1,4-4-1-1,Özbir,Svensson,Gravillon,Güler,Rodrigues,Akbaba,Stambouli,Sarı,Belhanda,Erdoğan,Niang,Canpolat,Asan,Welinton,Rassoul,Sequeira,Thuram,Midtsjø,Lusamba,Akbunar,Romero,Yardımcı,7.19,7.1,6.85,7.09,6.76,7.19,6.81,6.93,7.03,6.63,7.08,6.95,6.68,6.88,6.63,6.89,7.02,6.91,6.93,6.98,6.93,6.7,26.428571428571427,205.42671232876714,31.0,180.0,26.0,350.0,30.0,0.95,32.0,80.45,32.0,120.0,26.428571428571427,205.42671232876714,31.0,225.0875,26.428571428571427,205.42671232876714,27.666666666666668,0.35000000000000003,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,25.0,0.325,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,31.0,200.0,26.428571428571427,205.42671232876714,31.0,120.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714
23/24,Round 5,2023-09-17,i̇st,başa,0,2,6.71,7.27,4-4-2,4-4-2,Jensen,Duhaney,Yeşil,Deli,Temel,Ndao,Loshaj,Rroca,Ethemi,Yilmaz,Jackson,Babacan,Karzev,Duarte,Sertel,Lima,Türüç,Özcan,Aleksić,Gürler,Piątek,Pelkas,6.91,6.54,6.8,6.87,6.63,6.88,6.98,6.8,6.75,6.74,6.77,6.98,6.64,7.12,6.74,6.79,7.15,6.78,6.78,6.75,7.2,7.04,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,24.0,0.05,27.0,130.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,36.0,0.075,26.428571428571427,205.42671232876714,28.0,330.0,24.0,110.0,28.0,50.45,31.0,170.0,22.0,425.0,26.428571428571427,205.42671232876714,33.0,0.6,26.428571428571427,205.42671232876714,31.0,200.0
23/24,Round 5,2023-09-17,alan,kası,3,3,6.86,6.87,4-4-1-1,4-2-3-1,Taşkıran,Augusto,Bayır,Aliti,Özdemir,Karaca,Novais,Cândido,Eduardo,Janvier,Córdova,Yanar,Winck,Omeruo,Özcan,Ouanes,Saddiki,Kara,Fall,Hajradinović,Ngoy,Costa,7.01,6.92,6.79,6.87,6.78,7.02,6.9,7.16,6.8,7.04,6.79,6.8,6.82,6.93,6.78,7.01,6.51,6.75,6.94,7.39,6.66,7.28,35.0,0.075,24.0,140.0,24.0,210.0,31.0,100.0,24.5,405.0,35.0,0.35,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.0,0.55,27.0,150.0,26.0,0.2,30.0,0.7,31.0,160.0,22.0,425.0,30.0,160.0,26.428571428571427,205.42671232876714,28.0,150.0,32.0,100.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,33.0,0.75
23/24,Round 5,2023-09-17,fene,anta,3,2,7.17,6.78,4-2-3-1,4-2-3-1,Livaković,Osayi-Samuel,Aziz,Becão,Kadıoğlu,Zajc,Fred,Ünder,Szymański,Tadić,Džeko,Leite,Balcı,Sarı,Toprak,Vural,Rakip,Šarić,Yeşilyurt,Streek,Larsson,Buksa,6.89,7.0,6.97,6.9,7.44,6.75,7.34,7.05,7.55,7.42,7.39,7.2,7.0,6.93,6.92,6.9,6.78,6.85,6.89,6.68,6.97,7.19,26.428571428571427,205.42671232876714,26.0,800.0,26.428571428571427,205.42671232876714,28.0,800.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,31.0,1500.0,27.0,1000.0,25.0,1900.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,24.0,250.0,31.0,225.0875,19.0,0.05,36.0,0.15,28.0,0.85,26.428571428571427,205.42671232876714,27.0,80.02499999999999,31.0,110.0,31.0,150.0,26.428571428571427,205.42671232876714
23/24,Round 5,2023-09-17,trab,beşi,3,0,7.06,6.47,4-2-3-1,4-2-3-1,Çakır,Aydın,Baniya,Benković,Elmalı,Bakasetas,Mendy,Višća,Ömür,Bardhi,Onuachu,Günok,Rosier,Uysal,Colley,Bulut,Hadžiahmetović,Uçan,Rashica,Fernandes,Rebić,Tosun,7.04,6.56,6.73,6.9,6.87,7.26,6.85,7.28,6.97,7.06,7.52,6.89,7.15,6.96,7.14,6.76,7.06,7.11,7.03,6.75,6.77,6.86,28.0,850.0,22.0,330.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,24.0,400.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,29.0,600.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,33.0,0.65,26.428571428571427,205.42671232876714,26.0,85.025,26.428571428571427,205.42671232876714,30.0,360.0,28.0,800.0,23.0,940.0,26.428571428571427,205.42671232876714,33.0,170.0
23/24,Round 5,2023-09-18,fati,hata,0,0,6.87,7.05,4-2-3-1,4-2-3-1,Dituro,Veseli,Biraschi,Ceccherini,Mercan,Sturaro,Ugur,Mendes,Rohdén,Lasagna,Dursun,Kardeşler,Çörekçi,Kilama,Bekaroğlu,Matur,Aburjania,Massanga,Strandberg,Dele-Bashiru,Fernandes,Zé,7.04,6.63,6.8,6.68,6.9,6.74,6.51,6.96,6.91,6.71,6.6,6.98,6.85,6.9,6.71,6.64,6.66,6.92,6.79,7.01,6.75,7.05,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,24.0,260.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,33.0,0.6,30.0,0.4,32.0,0.2,25.0,150.0,26.428571428571427,205.42671232876714,25.0,0.125,26.428571428571427,205.42671232876714,25.0,140.0,28.0,200.0,26.428571428571427,205.42671232876714,23.0,940.0,26.428571428571427,205.42671232876714
