Season,Week,Match Date,Home Team,Away Team,Home Goals,Away Goals,Home Performance,Away Performance,Home Formation,Away Formation,Home Player 1,Home Player 2,Home Player 3,Home Player 4,Home Player 5,Home Player 6,Home Player 7,Home Player 8,Home Player 9,Home Player 10,Home Player 11,Away Player 1,Away Player 2,Away Player 3,Away Player 4,Away Player 5,Away Player 6,Away Player 7,Away Player 8,Away Player 9,Away Player 10,Away Player 11,Home Player 1 Rating,Home Player 2 Rating,Home Player 3 Rating,Home Player 4 Rating,Home Player 5 Rating,Home Player 6 Rating,Home Player 7 Rating,Home Player 8 Rating,Home Player 9 Rating,Home Player 10 Rating,Home Player 11 Rating,Away Player 1 Rating,Away Player 2 Rating,Away Player 3 Rating,Away Player 4 Rating,Away Player 5 Rating,Away Player 6 Rating,Away Player 7 Rating,Away Player 8 Rating,Away Player 9 Rating,Away Player 10 Rating,Away Player 11 Rating,Home Player 1 Age,Home Player 1 Market Value (M€),Home Player 2 Age,Home Player 2 Market Value (M€),Home Player 3 Age,Home Player 3 Market Value (M€),Home Player 4 Age,Home Player 4 Market Value (M€),Home Player 5 Age,Home Player 5 Market Value (M€),Home Player 6 Age,Home Player 6 Market Value (M€),Home Player 7 Age,Home Player 7 Market Value (M€),Home Player 8 Age,Home Player 8 Market Value (M€),Home Player 9 Age,Home Player 9 Market Value (M€),Home Player 10 Age,Home Player 10 Market Value (M€),Home Player 11 Age,Home Player 11 Market Value (M€),Away Player 1 Age,Away Player 1 Market Value (M€),Away Player 2 Age,Away Player 2 Market Value (M€),Away Player 3 Age,Away Player 3 Market Value (M€),Away Player 4 Age,Away Player 4 Market Value (M€),Away Player 5 Age,Away Player 5 Market Value (M€),Away Player 6 Age,Away Player 6 Market Value (M€),Away Player 7 Age,Away Player 7 Market Value (M€),Away Player 8 Age,Away Player 8 Market Value (M€),Away Player 9 Age,Away Player 9 Market Value (M€),Away Player 10 Age,Away Player 10 Market Value (M€),Away Player 11 Age,Away Player 11 Market Value (M€)
23/24,Round 22,2024-01-23,hata,alan,1,1,6.66,7.07,4-1-4-1,4-2-3-1,Kardeşler,Alıcı,Kilama,Yılmaz,Matur,Sağlam,Fernandes,Dele-Bashiru,Hodžić,Rivas,Dadaşov,Taşkıran,Hadergjonaj,Lima,Aliti,Özdemir,Cândido,Fer,Aydın,Karaca,Sisto,Córdova,6.98,6.59,6.9,6.85,6.64,6.9,6.75,7.01,6.6,6.92,6.79,7.01,6.93,6.79,6.87,6.78,7.16,6.77,6.56,7.02,6.76,6.79,30.0,0.4,27.0,0.2,25.0,150.0,23.0,470.06499999999994,25.0,0.125,26.0,0.95,23.0,940.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.0,170.0,26.428571428571427,205.42671232876714,35.0,0.075,30.0,170.0,28.0,50.45,31.0,100.0,24.5,405.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,22.0,330.0,35.0,0.35,26.428571428571427,205.42671232876714,27.0,150.0
23/24,Round 22,2024-01-23,beşi,adan,0,0,7.08,6.76,4-3-3,4-2-3-1,Günok,Svensson,Uysal,Zaynutdinov,Terzi,Bingöl,Tıknaz,Fernandes,Rashica,Tosun,Kilicsoy,Mahammadaliev,Çokçalış,Güler,Gravillon,Erdoğan,Stambouli,Michut,Babajide,Akbaba,Nourani,Barası,6.89,7.1,6.96,6.82,6.78,6.61,6.75,6.75,7.03,6.86,,7.0,6.65,7.09,6.85,6.63,6.81,6.9,,7.19,6.55,6.72,26.428571428571427,205.42671232876714,31.0,180.0,33.0,0.65,26.0,400.0,20.0,0.3,31.0,0.6,26.428571428571427,205.42671232876714,23.0,940.0,28.0,800.0,33.0,170.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,30.0,0.95,26.0,350.0,27.666666666666668,0.35000000000000003,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,32.0,120.0,26.428571428571427,205.42671232876714,21.0,100.0
23/24,Round 22,2024-01-23,pend,kası,3,2,6.67,6.72,4-2-3-1,4-2-3-1,Canpolat,Özgenç,Öztürk,Rassoul,Sequeira,Midtsjø,Akdağ,Akbunar,Yardımcı,Thiam,Nayir,Yanar,Gomis,Çiftpınar,Özcan,Ouanes,Gül,Kara,Fall,Hajradinović,Çağlayan,Costa,6.95,6.9,0.0,6.63,6.89,6.91,6.69,6.98,6.7,7.26,6.77,6.8,6.76,6.75,6.78,7.01,6.97,6.75,6.94,7.39,6.75,7.28,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,24.0,0.25,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,31.0,200.0,26.428571428571427,205.42671232876714,31.0,120.0,26.428571428571427,205.42671232876714,32.0,270.0,26.428571428571427,205.42671232876714,26.0,0.2,26.428571428571427,205.42671232876714,31.0,0.2,22.0,425.0,30.0,160.0,26.0,200.0,28.0,150.0,32.0,100.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,33.0,0.75
23/24,Round 22,2024-01-24,gazi,kony,1,1,6.79,6.75,5-3-2,4-2-3-1,Niță,Eskihellaç,Kızıldağ,N'Koulou,Djilobodji,Morais,Soyalp,Jevtović,Özçiçek,Cihan,Marković,Ertaş,Oğuz,Mert,Yazğılı,Sityá,Dikmen,N'Zonzi,Murić,Cicâldău,Moreno,Cikalleshi,7.07,6.93,6.9,6.82,6.94,6.93,6.77,6.79,6.88,6.72,6.82,6.67,6.96,6.75,6.95,7.35,6.76,7.03,6.78,6.88,6.84,6.94,26.428571428571427,205.42671232876714,27.0,140.0,26.0,0.75,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,29.0,0.7,26.428571428571427,205.42671232876714,25.0,0.5,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,31.0,150.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714
23/24,Round 22,2024-01-24,başa,fene,0,1,6.67,7.38,4-1-4-1,4-2-3-1,Babacan,Dubois,Duarte,Ba,Lima,Ergün,Türüç,Şahiner,Özcan,Figueiredo,Piątek,Livaković,Müldür,Aziz,Oosterwolde,Kadıoğlu,Yüksek,Krunić,Kahveci,Szymański,Tadić,Džeko,6.98,6.9,7.12,7.16,6.79,6.75,7.15,6.89,6.78,6.88,7.2,6.89,6.91,6.97,6.85,7.44,7.15,6.91,7.39,7.55,7.42,7.39,36.0,0.075,30.0,300.0,28.0,330.0,29.0,260.0,28.0,50.45,32.0,0.5,31.0,170.0,32.0,0.45,22.0,425.0,28.0,270.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,25.0,700.0,26.428571428571427,205.42671232876714,23.0,1500.0,26.428571428571427,205.42671232876714,25.0,1400.0,26.428571428571427,205.42671232876714,29.0,1000.0,25.0,1900.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714
23/24,Round 22,2024-01-24,anta,siva,2,1,7.34,6.89,4-1-4-1,3-4-3,Leite,Yeşilyurt,Sarı,Öztürk,Vural,Kałuziński,Larsson,Safuri,Šarić,Bytyqi,Buksa,Vural,Albayrak,Appindangoyé,Camara,Paluli,Parmak,Poungouras,Çiftçi,Başsan,Koita,Manaj,7.2,6.89,6.93,0.0,6.9,6.88,6.97,7.04,6.85,6.82,7.19,6.9,6.6,6.87,6.94,6.7,6.67,6.66,6.8,6.9,6.96,7.31,26.428571428571427,205.42671232876714,27.0,80.02499999999999,31.0,225.0875,24.0,0.25,36.0,0.15,26.428571428571427,205.42671232876714,31.0,150.0,29.0,150.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,36.0,0.15,20.0,0.075,26.428571428571427,205.42671232876714,32.0,0.3,30.0,0.8,29.0,0.2,29.0,0.65,32.0,120.0,32.0,0.6,34.0,0.1,27.0,500.0
23/24,Round 22,2024-01-24,anka,fati,2,0,6.89,6.72,4-2-3-1,4-2-3-1,Güngördü,Kitsiou,Radaković,Mujakić,Hanousek,Güneren,Pedrinho,Moruțan,Bekiroğlu,Cephas,Macheda,Sirigu,Veseli,Dursun,Ceccherini,Mercan,Paoletti,Bertolacci,Teklić,Eysseric,Lasagna,Yalçın,7.04,6.84,6.89,6.77,6.74,6.8,7.01,6.9,7.04,6.83,6.7,6.98,6.63,6.6,6.68,6.9,6.65,6.77,6.6,7.46,6.71,6.91,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,27.0,120.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,33.0,0.6,26.428571428571427,205.42671232876714,24.0,260.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,30.0,0.5
23/24,Round 22,2024-01-25,sams,kays,2,0,7.11,6.55,4-2-3-1,4-2-3-1,Kocuk,Yavru,Šatka,Öztürk,Bola,Antalyalı,Tait,Kılınç,Holse,Fofana,Kara,Bayazit,Sazdağı,Kolovetsios,Attamah,Carole,Ackah,Yılmaz,Civelek,Cardoso,Mané,Morte,6.8,7.02,6.79,0.0,6.75,6.77,6.86,7.12,6.9,6.82,6.75,7.22,6.79,6.58,6.75,6.78,6.69,6.85,6.71,7.08,6.8,6.8,29.0,150.0,33.0,0.35,26.428571428571427,205.42671232876714,24.0,0.25,27.0,120.0,29.0,160.0,31.0,100.0,30.0,170.0,25.0,320.0,21.0,1000.0,28.0,150.0,26.428571428571427,205.42671232876714,30.0,0.9,33.0,0.35,30.0,0.5,33.0,0.55,25.0,0.4,23.0,470.06499999999994,28.0,0.75,30.0,210.0,30.0,100.0,31.0,160.0
23/24,Round 22,2024-01-25,rize,trab,1,0,6.92,7.11,4-2-3-1,4-2-3-1,Akkan,Şahin,Mocsi,Topçu,Højer,Shelvey,Olawoyin,Keser,Varešanović,Zeqiri,Gaich,Çakır,Türkmen,Baniya,Benković,Elmalı,Mendy,Özdemir,Višća,Bardhi,Fountas,Destan,7.17,6.87,6.88,7.26,6.79,7.15,7.12,6.87,6.76,6.88,6.86,7.04,6.63,6.73,6.9,6.87,6.85,6.78,7.28,7.06,6.8,6.97,29.0,120.0,24.0,120.0,24.0,180.0,24.0,500.0,30.0,150.0,32.0,200.0,27.0,170.0,28.0,100.0,26.428571428571427,205.42671232876714,24.0,160.0,25.0,160.0,28.0,850.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,24.0,400.0,26.428571428571427,205.42671232876714,24.5,405.0,26.428571428571427,205.42671232876714,29.0,600.0,26.428571428571427,205.42671232876714,22.0,460.0
23/24,Round 22,2024-01-25,gala,i̇st,3,1,7.03,6.4,4-2-3-1,5-4-1,Muslera,Yılmaz,Nelsson,Sánchez,Ayhan,Torreira,Demirbay,Tetê,Mertens,Aktürkoğlu,Zaha,Arda,Sambissa,Erdoğan,Yeşil,Deli,Yaşar,Sarıkaya,Vorobjovas,Loshaj,Ndao,Gültekin,7.2,6.85,7.12,7.05,7.07,7.2,7.2,6.8,7.61,7.33,7.18,6.92,6.72,6.63,6.8,6.87,6.68,6.81,6.68,6.98,6.88,6.73,38.0,110.0,23.0,470.06499999999994,26.0,1600.0,28.0,1800.0,30.0,480.0,28.0,1500.0,31.0,440.0,26.428571428571427,205.42671232876714,37.0,180.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,27.666666666666668,0.35000000000000003,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,20.666666666666668,0.27499999999999997,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,27.0,130.0,26.428571428571427,205.42671232876714
23/24,Round 23,2024-01-27,alan,pend,1,1,6.82,6.95,4-2-3-1,4-2-2-2,Taşkıran,Hadergjonaj,Lima,Aliti,Balkovec,Cândido,Fer,Aydın,Novais,Özdemir,Karaca,Canpolat,Özgenç,Öztürk,Rassoul,Sequeira,Kaya,Akdağ,Akbunar,Thiam,Nayir,Yardımcı,7.01,6.93,6.79,6.87,6.94,7.16,6.77,6.56,6.9,6.78,7.02,6.95,6.9,0.0,6.63,6.89,6.5,6.69,6.98,7.26,6.77,6.7,35.0,0.075,30.0,170.0,28.0,50.45,31.0,100.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,22.0,330.0,26.428571428571427,205.42671232876714,24.5,405.0,35.0,0.35,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,24.0,0.25,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,31.0,120.0,32.0,270.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714
23/24,Round 23,2024-01-27,adan,hata,0,1,6.84,6.76,4-2-3-1,4-1-4-1,Mahammadaliev,Çokçalış,Güler,Gravillon,Dursun,Stambouli,Michut,Babajide,Akbaba,Erdoğan,Nani,Kardeşler,Çörekçi,Kilama,Yılmaz,Matur,Sağlam,Fernandes,Dele-Bashiru,Massanga,Rivas,Dadaşov,7.0,6.65,7.09,6.85,6.6,6.81,6.9,,7.19,6.63,6.83,6.98,6.85,6.9,6.85,6.64,6.9,6.75,7.01,6.92,6.92,6.79,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,30.0,0.95,26.0,350.0,33.0,0.6,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,32.0,120.0,27.666666666666668,0.35000000000000003,26.428571428571427,205.42671232876714,30.0,0.4,32.0,0.2,25.0,150.0,23.0,470.06499999999994,25.0,0.125,26.0,0.95,23.0,940.0,26.428571428571427,205.42671232876714,25.0,140.0,26.0,170.0,26.428571428571427,205.42671232876714
23/24,Round 23,2024-01-28,siva,beşi,1,0,6.93,6.95,4-1-4-1,4-3-3,Vural,Paluli,Appindangoyé,Camara,Çiftçi,Poungouras,Başsan,Kvet,Arslan,Barrow,Manaj,Destanoğlu,Svensson,Uysal,Colley,Zaynutdinov,Uçan,Tıknaz,Fernandes,Ghezzal,Tosun,Rashica,6.9,6.7,6.87,6.94,6.8,6.66,6.9,6.65,6.78,6.99,7.31,7.0,7.1,6.96,7.14,6.82,7.11,6.75,6.75,6.92,6.86,7.03,36.0,0.15,30.0,0.8,26.428571428571427,205.42671232876714,32.0,0.3,32.0,120.0,29.0,0.65,32.0,0.6,26.428571428571427,205.42671232876714,25.0,0.05,26.428571428571427,205.42671232876714,27.0,500.0,23.0,200.0,31.0,180.0,33.0,0.65,26.428571428571427,205.42671232876714,26.0,400.0,30.0,360.0,26.428571428571427,205.42671232876714,23.0,940.0,32.0,150.0,33.0,170.0,28.0,800.0
23/24,Round 23,2024-01-28,kony,başa,2,3,6.73,7.01,4-2-3-1,4-1-4-1,Ertaş,Yazğılı,Mert,Damjanović,Sityá,Dikmen,N'Zonzi,Prip,Cicâldău,Moreno,Cikalleshi,Babacan,Duarte,Ba,Opoku,Dubois,Ergün,Türüç,Aleksić,Özcan,Aydoğmuş,Piątek,6.67,6.95,6.75,6.99,7.35,6.76,7.03,6.73,6.88,6.84,6.94,6.98,7.12,7.16,7.06,6.9,6.75,7.15,6.78,6.78,,7.2,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,31.0,150.0,26.428571428571427,205.42671232876714,27.0,130.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,36.0,0.075,28.0,330.0,29.0,260.0,26.0,260.0,30.0,300.0,32.0,0.5,31.0,170.0,26.428571428571427,205.42671232876714,22.0,425.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714
23/24,Round 23,2024-01-28,fene,anka,2,1,7.14,6.69,4-2-3-1,4-2-3-1,Livaković,Müldür,Aziz,Djiku,Kadıoğlu,Krunić,Yüksek,Ünder,Szymański,Tadić,Džeko,Güngördü,Kitsiou,Radaković,Mujakić,Hanousek,Güneren,Ciğerci,Moruțan,Pedrinho,Cephas,Sowe,6.89,6.91,6.97,7.01,7.44,6.91,7.15,7.05,7.55,7.42,7.39,7.04,6.84,6.89,6.77,6.74,6.8,7.15,6.9,7.01,6.83,6.84,26.428571428571427,205.42671232876714,25.0,700.0,26.428571428571427,205.42671232876714,30.0,900.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,25.0,1400.0,27.0,1000.0,25.0,1900.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,27.0,120.0,26.428571428571427,205.42671232876714,30.0,170.0
23/24,Round 23,2024-01-28,fati,rize,4,0,7.29,6.34,4-1-4-1,4-2-3-1,Sirigu,Biraschi,Dursun,Ceccherini,Mercan,Bertolacci,Teklić,Eysseric,Rohdén,Yalçın,Dursun,Akkan,Şahin,Mocsi,Topçu,Højer,Shelvey,Pala,Sauer,Olawoyin,Zeqiri,Gaich,6.98,6.8,6.6,6.68,6.9,6.77,6.6,7.46,6.91,6.91,6.6,7.17,6.87,6.88,7.26,6.79,7.15,6.62,6.89,7.12,6.88,6.86,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,33.0,0.6,26.428571428571427,205.42671232876714,24.0,260.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,30.0,0.5,33.0,0.6,29.0,120.0,24.0,120.0,24.0,180.0,24.0,500.0,30.0,150.0,32.0,200.0,24.0,0.9,26.428571428571427,205.42671232876714,27.0,170.0,24.0,160.0,25.0,160.0
23/24,Round 23,2024-01-29,gala,gazi,2,1,7.12,6.92,4-2-3-1,3-5-2,Muslera,Ayhan,Nelsson,Sánchez,Kutlu,Torreira,Demirbay,Yılmaz,Mertens,Aktürkoğlu,Icardi,Niță,Kızıldağ,Djilobodji,Ersoy,Sorescu,Soyalp,Jevtović,Maxim,M'Bakata,Marković,Drăguş,7.2,7.07,7.12,7.05,6.91,7.2,7.2,6.85,7.61,7.33,7.51,7.07,6.9,6.94,0.0,6.93,6.77,6.79,7.16,6.71,6.82,7.22,38.0,110.0,30.0,480.0,26.0,1600.0,28.0,1800.0,26.0,380.0,28.0,1500.0,31.0,440.0,23.0,470.06499999999994,37.0,180.0,26.428571428571427,205.42671232876714,31.0,1500.0,26.428571428571427,205.42671232876714,26.0,0.75,26.428571428571427,205.42671232876714,24.0,0.325,27.0,170.0,29.0,0.7,26.428571428571427,205.42671232876714,34.0,0.75,26.0,0.55,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714
23/24,Round 23,2024-01-29,kays,anta,1,1,7.08,6.97,4-2-3-1,4-1-4-1,Bayazit,Civelek,Kolovetsios,Kocaman,Carole,Özbek,Yılmaz,Morte,Karimi,Cardoso,Sazdağı,Leite,Yeşilyurt,Sarı,Öztürk,Vural,Kałuziński,Larsson,Safuri,Šarić,Bytyqi,Buksa,7.22,6.71,6.58,6.7,6.78,6.6,6.85,6.8,6.98,7.08,6.79,7.2,6.89,6.93,0.0,6.9,6.88,6.97,7.04,6.85,6.82,7.19,26.428571428571427,205.42671232876714,28.0,0.75,33.0,0.35,21.0,180.0,33.0,0.55,21.0,0.4,23.0,470.06499999999994,31.0,160.0,30.0,0.6,30.0,210.0,30.0,0.9,26.428571428571427,205.42671232876714,27.0,80.02499999999999,31.0,225.0875,24.0,0.25,36.0,0.15,26.428571428571427,205.42671232876714,31.0,150.0,29.0,150.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714
23/24,Round 23,2024-01-29,trab,kası,2,3,6.97,6.98,4-2-3-1,4-2-3-1,Çakır,Aydın,Baniya,Fernández,Elmalı,Mendy,Özdemir,Višća,Fountas,Bardhi,Destan,Yanar,Winck,Aydın,Özcan,Ouanes,Gül,Kara,Fall,Hajradinović,Çağlayan,Costa,7.04,6.56,6.73,6.64,6.87,6.85,6.78,7.28,6.8,7.06,6.97,6.8,6.82,6.56,6.78,7.01,6.97,6.75,6.94,7.39,6.75,7.28,28.0,850.0,22.0,330.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,24.0,400.0,26.428571428571427,205.42671232876714,24.5,405.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,29.0,600.0,22.0,460.0,26.0,0.2,30.0,0.7,22.0,330.0,22.0,425.0,30.0,160.0,26.0,200.0,28.0,150.0,32.0,100.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,33.0,0.75
23/24,Round 23,2024-01-29,i̇st,sams,1,1,6.91,6.95,3-5-1-1,4-2-3-1,Arda,Erdoğan,Yeşil,Deli,Sambissa,Sarıkaya,Vorobjovas,Loshaj,Yaşar,Rroca,Gültekin,Kocuk,Tan,Šatka,Öztürk,Bola,Bennasser,Antalyalı,Holse,Tait,Kılınç,Kara,6.92,6.63,6.8,6.87,6.72,6.81,6.68,6.98,6.68,6.8,6.73,6.8,6.74,6.79,0.0,6.75,6.8,6.77,6.9,6.86,7.12,6.75,26.428571428571427,205.42671232876714,27.666666666666668,0.35000000000000003,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,20.666666666666668,0.27499999999999997,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,29.0,150.0,19.0,0.4,26.428571428571427,205.42671232876714,24.0,0.25,27.0,120.0,28.0,0.7,29.0,160.0,25.0,320.0,31.0,100.0,30.0,170.0,28.0,150.0
23/24,Round 24,2024-02-02,sams,gala,0,2,6.79,7.16,4-2-3-1,4-2-3-1,Kocuk,Yavru,Šatka,Öztürk,Drongelen,Antalyalı,Bennasser,Holse,Ntcham,Kılınç,Kara,Muslera,Ayhan,Sánchez,Nelsson,Kutlu,Torreira,Demirbay,Yılmaz,Mertens,Aktürkoğlu,Icardi,6.8,7.02,6.79,0.0,6.89,6.77,6.8,6.9,6.75,7.12,6.75,7.2,7.07,7.05,7.12,6.91,7.2,7.2,6.85,7.61,7.33,7.51,29.0,150.0,33.0,0.35,26.428571428571427,205.42671232876714,24.0,0.25,25.0,170.0,29.0,160.0,28.0,0.7,25.0,320.0,28.0,270.0,30.0,170.0,28.0,150.0,38.0,110.0,30.0,480.0,28.0,1800.0,26.0,1600.0,26.0,380.0,28.0,1500.0,31.0,440.0,23.0,470.06499999999994,37.0,180.0,26.428571428571427,205.42671232876714,31.0,1500.0
23/24,Round 24,2024-02-02,anka,siva,0,0,7.1,7.03,4-1-4-1,5-3-2,Güngördü,Kitsiou,Radaković,Mujakić,Hanousek,Ciğerci,Moruțan,Güneren,Pedrinho,Cephas,Sowe,Vural,Paluli,Poungouras,Appindangoyé,Camara,Okumuş,Elmaz,Akdağ,Kvet,Başsan,Manaj,7.04,6.84,6.89,6.77,6.74,7.15,6.9,6.8,7.01,6.83,6.84,6.9,6.7,6.66,6.87,6.94,6.79,6.72,6.69,6.65,6.9,7.31,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,27.0,120.0,26.428571428571427,205.42671232876714,30.0,170.0,36.0,0.15,30.0,0.8,29.0,0.65,26.428571428571427,205.42671232876714,32.0,0.3,26.428571428571427,205.42671232876714,21.0,150.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,32.0,0.6,27.0,500.0
23/24,Round 24,2024-02-02,hata,fati,3,1,6.89,6.76,4-1-4-1,4-2-3-1,Kardeşler,Çörekçi,Kilama,Yılmaz,Sertel,Sağlam,Fernandes,Massanga,Dele-Bashiru,Rivas,Strandberg,Sirigu,Biraschi,Dursun,Ceccherini,Mercan,Bertolacci,Rohdén,Mor,Eysseric,Yalçın,Dursun,6.98,6.85,6.9,6.85,6.74,6.9,6.75,6.92,7.01,6.92,6.79,6.98,6.8,6.6,6.68,6.9,6.77,6.91,6.84,7.46,6.91,6.6,30.0,0.4,32.0,0.2,25.0,150.0,23.0,470.06499999999994,24.0,110.0,26.0,0.95,23.0,940.0,25.0,140.0,26.428571428571427,205.42671232876714,26.0,170.0,28.0,200.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,33.0,0.6,26.428571428571427,205.42671232876714,24.0,260.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,27.0,180.0,26.428571428571427,205.42671232876714,30.0,0.5,33.0,0.6
23/24,Round 24,2024-02-03,gazi,kays,1,1,6.88,6.88,3-4-3,4-2-3-1,Niță,Kızıldağ,N'Koulou,Ersoy,Sorescu,Soyalp,Maxim,M'Bakata,Eskihellaç,Drăguş,Marković,Bayazit,Civelek,Kolovetsios,Kocaman,Carole,Özbek,Yılmaz,Morte,Cardoso,Kaldırım,Sazdağı,7.07,6.9,6.82,0.0,6.93,6.77,7.16,6.71,6.93,7.22,6.82,7.22,6.71,6.58,6.7,6.78,6.6,6.85,6.8,7.08,6.67,6.79,26.428571428571427,205.42671232876714,26.0,0.75,26.428571428571427,205.42671232876714,24.0,0.325,27.0,170.0,29.0,0.7,34.0,0.75,26.0,0.55,27.0,140.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,28.0,0.75,33.0,0.35,21.0,180.0,33.0,0.55,21.0,0.4,23.0,470.06499999999994,31.0,160.0,30.0,210.0,35.0,0.1,30.0,0.9
23/24,Round 24,2024-02-03,anta,fene,0,2,6.84,7.33,4-1-4-1,4-2-3-1,Leite,Yeşilyurt,Sarı,Öztürk,Vural,Kałuziński,Larsson,Safuri,Šarić,Bytyqi,Buksa,Livaković,Müldür,Djiku,Söyüncü,Kadıoğlu,Krunić,Yüksek,Ünder,Szymański,Tadić,Džeko,7.2,6.89,6.93,0.0,6.9,6.88,6.97,7.04,6.85,6.82,7.19,6.89,6.91,7.01,7.19,7.44,6.91,7.15,7.05,7.55,7.42,7.39,26.428571428571427,205.42671232876714,27.0,80.02499999999999,31.0,225.0875,24.0,0.25,36.0,0.15,26.428571428571427,205.42671232876714,31.0,150.0,29.0,150.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,25.0,700.0,30.0,900.0,28.0,900.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,25.0,1400.0,27.0,1000.0,25.0,1900.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714
